Approved Symbol	Previous Symbols
MT-ND4	MTND4
MT-ND4L	MTND4L
MT-ND5	MTND5
MT-ND6	MTND6
MT-RNR1	MTRNR1
MT-RNR2	MTRNR2
MT-TA	MTTA
MT-TC	MTTC
MT-TD	MTTD
MT-TE	MTTE
MT-TF	MTTF
MT-TG	MTTG
MT-TH	MTTH
MT-TI	MTTI
MT-TK	MERRF, MTTK
MT-TL1	MTTL1
MT-TL2	MTTL2
MT-TM	MTTM
MT-TN	MTTN
MT-TP	MTTP
MT-TQ	MTTQ
MT-TR	MTTR
MT-TS1	MTTS1
MT-TS2	MTTS2
MT-TT	MTTT
MT-TV	MTTV
MT-TW	MTTW
MT-TY	MTTY
MT1A	MT1, MT1S
MT1B	MT1, MT1Q
MT1E	MT1
MT1F	MT1
MT1G	MT1
MT1H	MT1
MT1IP	MT1, MT1I
MT1JP	MT1, MT1NP, MT1J
MT1L	MT1
MT1M	MT1, MT1K
MT1P3	C20orf127, MTL4
MT1X	MT1
MT1XP1	MTL1
MT2A	MT2
MTA2	MTA1L1
MTCO2P1	MTCO2L
MTCP1NB	MTCP1
MTG1	GTPBP7
MTHFD1	MTHFC, MTHFD
MTHFD1L	FTHFSDC1
MTHFD1P1	MTHFDL1, MTHFDP1
MTL3P	MTL3
MTMR2	CMT4B
MTMR9	C8orf9, MTMR8
MTMR9LP	MTMR9L
MTMR12	PIP3AP
MTMR14	C3orf29
MTOR	FRAP, FRAP2, FRAP1
MTPAP	PAPD1
MTTP	MTP
MTUS2	KIAA0774
MTX1	MTX
MTX1P1	MTXP, MTX1P
MUC1	PUM
MUC3A	MUC3
MUC5B	MUC5
MUC12	MUC11
MUC13	DRCC1
MUC21	C6orf205
MUDENG	C14orf108
MUL1	C1orf166
MXD1	MAD
MXRA5P1	MXRA5P
MYB-AS1	MYBAS, MYB-AS
MYBPC3	CMH4
MYCL1	MYCL
MYCN	NMYC
MYH7	CMH1, MPD1
MYH9	DFNA17
MYH14	DFNA4
MYH16	MYH5
MYL6P1	MYL6P
MYLKP1	MYLKP
MYMY1	MYMY
MYO1A	MYHL, DFNA48
MYO3A	DFNB30
MYO5A	MYH12
MYO6	DFNA22, DFNB37
MYO7A	USH1B, DFNB2, DFNA11
MYO9B	CELIAC4
MYO15A	DFNB3, MYO15
MYO19	MYOHD1
MYOC	GLC1A
MYOD1	MYF3
MYOF	FER1L3
MYOG	MYF4
MYOT	TTID, LGMD1A, LGMD1
MYOZ1	MYOZ
MYOZ2	C4orf5
MYT1	PLPB1
MZF1	ZNF42
MZT1	C13orf37
MZT2A	FAM128A
MZT2B	FAM128B
N4BP2L2-IT1	N4BP2L2IT1
N6AMT1	C21orf127, HEMK2
NA	NAC
NAA10	ARD1, ARD1A
NAA11	ARD1B
NAA15	NARG1
NAA16	NARG1L
NAA20	NAT5
NAA25	C12orf30
NAA30	C14orf35, NAT12
NAA35	MAK10
NAA38	LSM8
NAA40	NAT11
NAA50	MAK3, NAT13
NAA60	NAT15
NAAA	ASAHL
NACA2	NACAL
NACC1	BTBD14B
NACC2	BTBD14A
NADKD1	C5orf33
NAE1	APPBP1
NAIF1	C9orf90
NAIP	BIRC1
NALCN	VGCNL1
NAMPT	PBEF1
NAMPTL	PBEF2
NANP	C20orf147, HDHD4
NARSP1	NARSP
NAT1	AAC1
NAT2	AAC2
NAT16	C7orf52
NBEAL1	ALS2CR17, ALS2CR16
NBEAP1	BCL8
NBN	NBS, NBS1
NBPF12	KIAA1245
NBR1	M17S2
NCAN	CSPG3
NCAPG2	LUZP5
NCAPH	BRRN1
NCBP1	NCBP
NCEH1	AADACL1
NCK1	NCK
NCKAP1L	HEM1
NCKAP5L	KIAA1602
NCOA4P1	NCOA4P
NCOR1P1	C20orf191
NCR1	LY94
NCR2	LY95
NCR3	LY117
NCS1	FREQ
NDC80	KNTC2
NDNF	C4orf31
NDP	EVR2
NDRG1	CAP43
NDST1	HSST
NDUFA4P2	NDUFA4L
NDUFA9	NDUFS2L
NDUFAF2	NDUFA12L
NDUFAF3	C3orf60
NDUFAF4	C6orf66
NDUFB1P1	NDUFB1P
NDUFB11P1	NDUFB11P
NEAT1	NCRNA00084
NEB	NEM2
NECAB1	EFCBP1
NECAB2	EFCBP2
NECAB3	SYTIP2, APBA2BP
NEFHP1	NEFHL
NEFM	NEF3
NEK2P1	NEK2P
NEK4	STK2
NEMF	SDCCAG1
NEU1	NEU
NEURL2	C20orf163
NEUROD1	NEUROD
NEUROG1	NEUROD3
NEXN-AS1	C1orf118
NF1P3	NF1L1
NF1P4	NF1L4
NF1P5	NF1L5
NF1P6	NF1L6
NF1P7	NF1L7
NF1P8	NF1L2
NFE2L1	TCF11
NFIC	NFI
NFIL3	IL3BP1
NFKBIA	NFKBI
NFKBIL1	NFKBIL
NFU1	HIRIP5
NFYAP1	NFYAP
NGDN	C14orf120
NGF	NGFB
NHLH1	HEN1
NHLH2	HEN2
NHP2	NOLA2
NHP2L1	SSFA1
NHP2P1	NOLA2P1
NHSL1	C6orf63
NID1	NID
NIF3L1	ALS2CR1
NIPA1	SPG6
NIPAL1	NPAL1
NIPAL2	NPAL2
NIPAL3	NPAL3
NKAIN1	FAM77C
NKAIN2	TCBA1
NKAIN3	FAM77D
NKAIN4	C20orf58
NKAPL	C6orf194
NKAPP1	CXorf42
NKX1-2	C10orf121
NKX2-1	NKX2A, BCH, TITF1
NKX2-2	NKX2B
NKX2-3	NKX2C
NKX2-4	NKX2D
NKX2-5	CSX, NKX2E
NKX2-8	NKX2H
NKX3-1	NKX3A
NKX3-2	BAPX1
NKX6-1	NKX6A
NLGN4X	NLGN4
NLGN4Y-AS1	NLGN4YAS, NLGN4Y-AS
NLN	AGTBP
NLRC4	CARD12
NLRP1	NALP1
NLRP2	NALP2
NLRP3	C1orf7, CIAS1
NLRP4	NALP4
NLRP5	NALP5
NLRP6	NALP6
NLRP7	NALP7
NLRP8	NALP8
NLRP9	NALP9
NLRP10	NALP10
NLRP11	NALP11
NLRP12	NALP12
NLRP13	NALP13
NLRP14	NALP14
NMD3P1	NMD3P
NME9	TXNDC6
NMNAT2	C1orf15
NMUR1	GPR66
NMUR2	NMU2R
NOA1	C4orf14
NOB1	PSMD8BP1
NOC3L	C10orf117
NOD1	CARD4
NOD2	IBD1, CARD15
NOG	SYNS1, SYM1
NOL7	C6orf90, PQBP3
NOL8	C9orf34
NOL10	PQBP5
NOM1	C7orf3
NOP2	NOL1
NOP10	NOLA3
NOP14	C4orf9, NOL14
NOP14-AS1	C4orf10
NOP56	NOL5A
NOP56P1	NOL5B, NOL5BP
NOS1	NOS
NOS2	NOS2A
NOS2P1	NOS2C
NOS2P2	NOS2B
NOTCH1	TAN1
NOTCH3	CADASIL
NOTCH4	INT3
NOVA1-AS1	C14orf22
NOVA2	NOVA3
NOXA1	SDCCAG31
NOXRED1	C14orf148
NPBWR1	GPR7
NPBWR2	GPR8
NPFFR1	GPR147
NPFFR2	GPR74
NPHP1	NPH1
NPHP3-AS1	NCRNA00119
NPL	C1orf13
NPM1P1	NPMP1
NPM1P2	NPMP2
NPM1P3	NPMP3, NPM1P15
NPM1P4	NPMP4
NPM1P5	NPMP5
NPM1P6	NPMP6
NPM1P7	NPMP7, NPM1P16
NPPA	ANP, PND
NPPA-AS1	NPPAAS, NPPA-AS
NPR1	ANPRA, NPRA
NPR2	ANPRB, NPRB, AMDM
NPR3	NPRC, ANPRC, C5orf23
NPRL2	TUSC4
NPRL3	C16orf35
NPSR1	GPR154
NPTN	SDFR1
NPVF	C7orf9
NPY1R	NPYR
NQO1	NMOR1, DIA4
NQO2	NMOR2
NR1D1	THRAL
NR1H2	UNR
NR2C1	TR2
NR2C2	TR4
NR2E1	TLX
NR2F1	ERBAL3, TFCOUP1
NR2F2	ARP1, TFCOUP2
NR2F6	ERBAL2
NR3C1	GRL
NR3C1P1	GRLL1, NR3C1P
NR3C2	MLR
NR4A1	HMR, GFRP1
NR4A2	NURR1
NR5A1	FTZF1
NR5A2	FTF
NR6A1	GCNF
NR0B1	AHC, DSS
NRBP1	NRBP
NREP	C5orf13
NRG1	HGL
NRIP3	C11orf14
NRSN1	VMP
NRSN2	C20orf98
NRXN3	C14orf60
NSD1	STO
NSFP1	NSFP
NSL1	C1orf48
NSMCE2	C8orf36
NSMCE4A	C10orf86
NSRP1	CCDC55
NSRP1P1	CCDC55P1
NSUN5	WBSCR20, WBSCR20A
NSUN5P1	NSUN5B
NSUN5P2	NSUN5C
NSUN6	NOPD1
NT5C	UMPH2
NT5C2	NT5B
NT5DC1	NT5C2L1
NT5E	NT5
NTF4	NTF5
NTF6A	NTF6
NTN3	NTN2L
NTNG2	NTNG1
NTPCR	C1orf57
NUBP1	NBP1
NUBPL	C14orf127
NUDT1	MTH1
NUDT2	APAH1
NUDT9P1	C10orf98
NUDT16P1	NUDT16P
NUDT21	CPSF5
NUF2	CDCA1
NUMB	C14orf41
NUP50	NPAP60L
NUP50P1	NUP50P
NUP188	KIAA0169
NUP205	C7orf14
NUP210P1	C3orf46
NUS1	C6orf68
NXNL1	TXNL6
NXNL2	C9orf121
NYAP1	C7orf51, KIAA1486L
NYAP2	KIAA1486
NYNRIN	KIAA1305
NYX	CSNB1, CSNB4
O3FAR1	GPR129, GPR120
OAS1	OIAS
OATP1	OATL3
OAZ1	OAZ
OC90	PLA2L
OCA2	D15S12, P, EYCL3, EYCL2
ODCP	ODC2
ODF3L2	C19orf19
ODZ1	ODZ3, TNM
OFC1	OFC
OFD1	CXorf5
OFD1P1Y	OFDYP1, OFD1P1
OFD1P2Y	OFDYP2, OFD1P2, OFD1PY2
OFD1P3Y	OFDYP3, OFD1P3, OFD1PY3, OFD1P19Y, OFD1P19, OFD1PY19
OFD1P4Y	OFDYP4, OFD1P4, OFD1PY4
OFD1P5Y	OFDYP5, OFD1P5, OFD1PY5
OFD1P6Y	OFD1P2, OFDYP6, OFD1P6, OFD1PY6
OFD1P7Y	OFDYP7, OFD1P7, OFD1PY7
OFD1P8Y	OFDYP8, OFD1P8, OFD1PY8
OFD1P9Y	OFDYP9, OFD1P9, OFD1PY9
OFD1P10Y	OFDYP10, OFD1P10, OFD1PY10
OFD1P11Y	OFDYP11, OFD1P11, OFD1PY11
OFD1P12Y	OFDYP12, OFD1P12, OFD1PY12
OFD1P13Y	OFDYP13, OFD1P13, OFD1PY13
OFD1P14Y	OFDYP14, OFD1P14, OFD1PY14
OFD1P15Y	OFDYP15, OFD1P15, OFD1PY15
OFD1P16Y	OFDYP16, OFD1P16, OFD1PY16
OFD1P17	C5orf1, OFD1P1
OFD1P18Y	CYorf1, OFD1P18, OFD1PY18
OLA1	GTPBP9
OLAH	THEDC1
OLIG2	PRKCBP2, BHLHB1
ONECUT1	HNF6, HNF6A
OOEP	C6orf156
OOEP-AS1	OOEP-AS
OPALIN	TMEM10
OPHN1	MRX60
OPN1LW	CBBM, RCP, CBP
OPN1MW	GCP, CBBM, CBD
OPN1SW	BCP
OPN3	ECPN
OPN5	TMEM13
OPTN	GLC1E
OR1D2	OLFR1
OR1D3P	OR1D6P, OR1D7P
OR1E1	OR1E9P, OR1E5, OR1E6
OR1E2	OR1E4
OR1E3	OR1E3P
OR1F1	OR1F4, OR1F6, OR1F7, OR1F8, OR1F9, OR1F5, OR1F10, OR1F13P
OR1F2P	OR1F3P, OR1F2
OR1F12	OR1F12P
OR1G1	OR1G2
OR1H1P	OR1H1
OR1J2	OR1J3, OR1J5
OR1L1	OR1L2
OR1L4	OR1L5
OR1L6	OR1L7
OR1N1	OR1N3
OR1P1	OR1P1P
OR1Q1	OR1Q2, OR1Q3
OR1R1P	OR20A1P, OR1R2P, OR1R3P
OR2A2	OR2A2P, OR2A17P
OR2A4	OR2A10
OR2A5	OR2A8, OR2A26
OR2A9P	OR2A9
OR2A12	OR2A12P
OR2A14	OR2A14P, OR2A6
OR2A15P	OR2A28P
OR2A20P	OR2A20
OR2A25	OR2A25P, OR2A27
OR2AE1	OR2AE2
OR2AF1P	OR2AF2P
OR2AG1	OR2AG3
OR2AG2	OR2AG2P
OR2AJ1	OR2AJ1P
OR2AK2	OR2AK1P
OR2AP1	OR2AP1P
OR2B2	OR2B9
OR2B3	OR2B3P
OR2B6	OR2B6P, OR2B1, OR2B1P, OR2B5
OR2B8P	OR2B8
OR2C1	OR2C2P
OR2C3	OR2C4, OR2C5P
OR2D2	OR2D1
OR2E1P	OR2E1, OR2E2
OR2F1	OR2F4, OR2F5, OR2F3, OR2F3P
OR2H1	OR2H6, OR2H8
OR2I1P	OR2I1, OR2I3P, OR2I4P, OR2I2
OR2J1	OR2J1P
OR2K2	OR2AR1P
OR2L1P	OR2L1, OR2L7P
OR2L2	OR2L4P, OR2L12
OR2L5	OR2L11, OR2L5P
OR2L13	OR2L14
OR2M1P	OR2M1
OR2M3	OR2M6, OR2M3P
OR2M5	OR2M5P
OR2R1P	OR2R1
OR2T2	OR2T2P
OR2T6	OR2T6P, OR2T9
OR2T7	OR2T7P
OR2T8	OR2T8P
OR2U1P	OR2AU1P
OR2V1	OR2V1P
OR2V2	OR2V3
OR2W3	OR2W8P, OR2W3P
OR2W5	OR2W5P
OR2W6P	OR2W7P
OR2Z1	OR2Z2
OR3A3	OR3A6, OR3A7, OR3A8P
OR3A4P	OR3A4
OR4A1P	OR4A20P
OR4A4P	OR4A4
OR4A10P	OR4A25P
OR4A17P	OR4A22P
OR4C1P	OR4C1
OR4C2P	OR4C8P
OR4C4P	OR4C17P, OR4C17
OR4C5	OR4C5P
OR4C11	OR4C11P
OR4D1	OR4D3
OR4D10	OR4D10P
OR4D11	OR4D11P
OR4D12P	OR7E103P
OR4E1	OR4E1P
OR4F1P	OR4F1
OR4F6	OR4F12
OR4F7P	OR4F10
OR4F8P	OR4F20P, OR4F9P
OR4F14P	OR4F14
OR4F17	OR4F19, OR4F11P, OR4F18
OR4F21	OR4F21P
OR4G1P	OR4G8P
OR4G2P	OR4G7P
OR4G3P	OR4G3, OR4G5P
OR4H6P	OR4H9P, OR4H10P, OR4H5P, OR4H11P, OR4H5, OR4H7, OR4H7P, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3, OR4H1P, OR4H4P, OR4H10, OR4H4, OR4H8P, OR4H8
OR4H12P	OR4H12
OR4K3	OR4K3P
OR4K7P	OR4K10P
OR4K8P	OR4K9P
OR4L1	OR4L2P
OR4P4	OR4P3P
OR4Q2	OR4Q2P
OR4Q3	OR4Q4
OR4S2	OR4S2P
OR5A1	OR5A1P
OR5AC1	OR5AC1P
OR5AK1P	OR5AK5P
OR5AK3P	OR5AK3
OR5AL1	OR5AL1P
OR5B1P	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P
OR5B3	OR5B13
OR5B10P	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P
OR5B12	OR5B12P, OR5B16
OR5B17	OR5B20P
OR5BH1P	OR5BH2P
OR5BQ1P	OR5BQ2P
OR5BS1P	OR5BS1
OR5C1	OR5C2P
OR5D2P	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11
OR5D3P	OR5D3, OR5D4
OR5E1P	OR5E1
OR5G1P	OR5G2P
OR5G3	OR5G6P, OR5G3P
OR5J1P	OR5J1
OR5M14P	OR5M15P
OR5R1	OR5R1P
OR5T1	OR5T1P
OR5W2	OR5W2P, OR5W3P
OR6A2	OR6A2P, OR6A1
OR6B2	OR6B2P
OR6B3	OR6B3P
OR6J1	OR6J2, OR6J1P
OR6U2P	OR6U1P
OR6W1P	OR6W1
OR6Y1	OR6Y2
OR7A1P	OR7A6P
OR7A2P	OR7A7, OR7A2
OR7A3P	OR7A12P, OR7A14P, OR7A14, OR7A13P
OR7A8P	OR7A9P
OR7A11P	OR7A11
OR7A15P	OR7A4P, OR7A16P, OR7A20P
OR7C1	OR7C4
OR7C2	OR7C3
OR7D1P	OR7D3P, OR7D3
OR7D4	OR7D4P
OR7E2P	OR7F2P, OR7E51P
OR7E4P	OR7F4P
OR7E5P	OR7F5P
OR7E11P	OR7E144P
OR7E12P	OR7E58P, OR7E79P
OR7E14P	OR7E151P
OR7E15P	OR7E80P, OR7E42P
OR7E16P	OR7E60P, OR7E17P
OR7E18P	OR7E61, OR7E98P
OR7E19P	OR7E65
OR7E21P	OR7E49P, OR7E127P
OR7E23P	OR7E92P
OR7E24	OR7E24P
OR7E26P	OR7E67P, OR7E69P, OR7E70P, OR7E68P
OR7E28P	OR7E133P, OR7E107P, OR7E27P
OR7E31P	OR7E32P
OR7E35P	OR7E120
OR7E36P	OR7E119P
OR7E38P	OR7E76
OR7E39P	OR7E138P
OR7E41P	OR7F6P, OR7E50P, OR7E95P
OR7E53P	OR7E78P, OR7E78, OR7E132P
OR7E55P	OR7E56P
OR7E59P	OR7E59, OR7E137P
OR7E62P	OR7E63P, OR7E64P, OR7E82P
OR7E66P	OR7E6P, OR7E20P
OR7E83P	OR7E134P
OR7E84P	OR7E54P
OR7E85P	OR7E88P
OR7E87P	OR7E3P, OR7F3P
OR7E90P	OR7E123P
OR7E93P	OR7E131P
OR7E102P	OR7E102
OR7E106P	OR7E40P
OR7E110P	OR7E68P, OR7E71P, OR7E72P, OR7E73P, OR7E74P, OR7E75P
OR7E136P	OR7E147P, OR7E139P
OR7E148P	OR7E150P
OR7G1	OR7G1P
OR8B1P	OR8B11P
OR8B4	OR8B4P
OR8B7P	OR8B13P
OR8C1P	OR8C3P, OR8C4P
OR8D1	OR8D3
OR8G1	OR8G1P
OR8G2	OR8G2P, OR8G4
OR8G5	OR8G5P, OR8G6
OR8J2	OR8J2P
OR9A1P	OR9A1
OR9A3P	OR9A6P
OR9G1	OR9G5
OR9G2P	OR9G6
OR9L1P	OR9L2P
OR9M1P	OR5BG1P
OR9P1P	OR9P2P
OR9Q2	OR9Q2P
OR9S24P	OR5J6P
OR10A2	OR10A2P
OR10A4	OR10A4P
OR10A5	OR10A1
OR10AD1	OR10AD1P
OR10AE1P	OR10AE2P
OR10B1P	OR10B2
OR10C1	OR10C2
OR10D1P	OR10D2P
OR10D3	OR10D3P
OR10D4P	OR10D4, OR10D6P
OR10G6	OR10G6P
OR10G9	OR10G10P
OR10J3	OR10J3P
OR10J4	OR10J4P
OR10J6P	OR10J6
OR10P1	OR10P1P, OR10P2P, OR10P3P
OR10W1	OR10W1P
OR10X1	OR10X1P
OR11A1	OR11A2
OR11H2	OR11H2P, OR11H8P, C14orf15
OR11H7	OR11H7P
OR11I1P	OR11I2P
OR12D1P	OR12D1
OR13C7P	OR13C7
OR13E1P	OR13E2
OR13I1P	OR13I2P
OR14A2	OR5AX1P, OR5AX1
OR14A16	OR5AT1
OR14C36	OR5BF1
OR14I1	OR5BU1P, OR5BU1
OR14J1	OR5U1
OR14K1	OR5AY1
OR14L1P	OR5AV1, OR5AV1P
OR51A10P	OR51A11P, OR51A13
OR51B2	OR51B1P
OR51C1P	OR51C3P, OR51C2P
OR51E1	OR51E1P, OR52A3P, GPR164
OR51F1	OR51F1P
OR51G1	OR51G3P
OR51H1P	OR51H1
OR51J1	OR51J2, OR51J1P
OR51P1P	OR51P2P
OR51V1	OR51A12
OR52E1	OR52E1P
OR52J2P	OR52J4P
OR52L2P	OR52L2
OR52M1	OR52M1P
OR52M2P	OR52M4
OR52P1P	OR52P1
OR52W1	OR52W1P
OR52Y1P	OR52Y2P
OR52Z1	OR52Z1P
OR55B1P	OR55B2P, OR55C1P
OR56A3	OR56A6, OR56A3P
OR56A5	OR56A5P
OR56B1	OR56B1P
OR56B2P	OR56B2
ORAI1	TMEM142A
ORAI2	C7orf19, TMEM142B
ORAI3	TMEM142C
ORC1	ORC1L
ORC2	ORC2L
ORC3	ORC3L
ORC4	ORC4L
ORC5	ORC5L
ORC6	ORC6L
OSBP2	OSBPL1
OSBPL1A	OSBPL1B
OSBPL3	OSBP3
OSCP1	C1orf102
OSGIN2	C8orf1
OSR1	ODD
OSTCP1	OSTCL
OSTF1P1	OSTF1P
OTOA	DFNB22
OTOF	DFNB9
OTOGL	C12orf64
OTUB2	C14orf137
OTUD1	OTDC1
OTUD7A	C15orf16, OTUD7
OTUD7B	ZA20D1
OTX2P1	OTX2P
OVGP1	MUC9
OVOL2	ZNF339
OXCT1	OXCT
OXCT2P1	OXCT2P
OXGR1	GPR99, GPR80
OXSR1	OSR1
OXT	OT
P2RX6	P2RXL1
P2RY13	GPR94, GPR86
P2RY14	GPR105
P4HA1	P4HA
P4HB	PO4DB, ERBA2L
PA2G4P1	PA2G4P
PAAF1	WDR71
PABPC1	PAB1, PABPC2
PABPC1L	C20orf119
PABPC1L2A	RBM32A
PABPC1L2B	RBM32B
PABPC1P1	PABPCP1
PABPC1P2	PABPCP4, PABPCP2
PABPC1P3	PABPCP3
PABPC1P4	PABPL2, PABPCP5
PABPC1P10	PABPL1
PABPC3	PABPL3
PABPC5-AS1	CXorf46
PABPN1	OPMD, PABP2
PACRGL	C4orf28
PACS2	PACS1L
PADI4	PADI5
PAFAH1B1	MDCR, MDS
PAFAH1B1P1	PAFAH1P1
PAFAH1B1P2	PAFAH1P2
PAGE1	GAGEB1
PAGE2	GAGEC2
PAGE3	GAGED1
PAGE4	GAGEC1
PAICS	PAIS
PAK3	MRX30, MRX47
PALMD	C1orf11
PAN2	USP52
PANK1	PANK
PANK2	C20orf48, NBIA1
PAPD7	POLS
PAPPA-AS1	PAPPAS
PAPPA2	PLAC3
PAQR8	C6orf33
PARD3B	ALS2CR19
PARL	PSARL
PARP1	PPOL, ADPRT
PARP1P1	PPOLP1, ADPRTP1
PARP1P2	PPOLP2, ADPRTP2
PARP2	ADPRTL2
PARP3	ADPRTL3
PARP4	ADPRTL1
PARP4P1	ADPRTL1P, PARP4P
PARP4P3	ADPRTL4
PARP11	C12orf6
PARP12	ZC3HDC1
PARP16	C15orf30
PARPBP	C12orf48
PARVA	MXRA2
PATE2	C11orf38
PATZ1	ZNF278
PAX3	WS1
PAX6	AN2
PAXIP1	PAXIP1L
PBX2P1	PBX2, PBXP1
PCBD1	DCOH, PCBD
PCBP3-OT1	PCBP3OT
PCDH11X	PCDH11
PCDH11Y	PCDH22
PCDH15	USH1F, DFNB23
PCDH19	EFMR
PCDHA5	CNRS6
PCDHA6	CNRS2
PCDHA7	CNRS4
PCDHA10	CNRS8
PCDHA11	CNRS7
PCDHA13	CNRS5
PCDHA14	CNRS3
PCDHA@	CNRS1
PCDHGA12	CDH21
PCDHGC3	PCDH2
PCGF2	ZNF144, RNF110
PCGF3	RNF3
PCGF5	RNF159
PCGF6	RNF134
PCGF7P	RNF134P1
PCIF1	C20orf67
PCLD	PLD1
PCMTD2	C20orf36
PCNA-AS1	PCNAAS, PCNA-AS
PCNPP1	PCNPP
PCNT	PCNT2
PCNX	PCNXL1
PCSK1	NEC1
PCSK2	NEC2
PCSK6	PACE4
PCSK9	HCHOLA3
PCYT1A	PCYT1
PDB1	PDB
PDB2	LOH18CR1
PDCD10	CCM3
PDE1B	PDES1B
PDE4A	DPDE2
PDE4B	DPDE4
PDE4C	DPDE1
PDE4D	DPDE3
PDE4DIP	CMYA2
PDE6A	PDEA
PDE6B	PDEB
PDE6G	PDEG
PDGFB	SIS
PDGFRB	PDGFR
PDHA1	PDHA
PDHA2	PDHAL
PDIA2	PDIP
PDIA3	GRP58
PDIA6	TXNDC7
PDLIM1	CLIM1
PDP1	PPM2C
PDRG1	C20orf126
PDS5B	APRIN
PDSS1	TPRT
PDSS2	C6orf210
PDX1	IPF1
PDXDC2P	PDXDC2
PDXK	C21orf97, C21orf124
PDYN	SCA23
PDZD2	PDZK3
PDZD3	PDZK2
PDZD4	PDZK4
PDZD7	PDZK7
PDZD8	PDZK8
PDZD9	C16orf65
PDZD11	PDZK11
PEAR1	MEGF12
PEBP1	PBP
PEBP1P1	PBPP1
PEG3-AS1	PEG3AS, PEG3-AS
PER1	PER
PET112	PET112L
PEX1	ZWS1, ZWS
PEX2	PXMP3
PEX5	PXR1
PEX19	PXF
PFDN6	HKE2
PFKFB1	PFRX
PFKM	PFKX
PFN1P2	C1orf152
PGAM1	PGAMA
PGAP3	PERLD1
PGDP1	PGDL1
PGF	PGFL
PGLYRP1	TNFSF3L, PGLYRP
PHACTR1	RPEL1
PHACTR2	C6orf56
PHACTR3	C20orf101
PHAX	RNUXA
PHC1	EDR1
PHC1P1	PHC1B
PHC2	EDR2
PHEX	HYP, HPDR
PHF5CP	PHF5AP1
PHF6	BFLS, BORJ
PHF20	C20orf104
PHF21B	PHF4
PHIP	WDR11
PHKA1	PHKA
PHKA2	PHK, PYK
PHKG1	PHKG
PHKG1P3	PHKGL
PHLDA2	TSSC3
PHLPP1	PLEKHE1, PHLPP
PHLPP2	PHLPPL
PHOX2A	ARIX, FEOM2
PHOX2B	PMX2B
PHRF1	RNF221
PHTF1	PHTF
PHYHIP	DYRK1AP3
PI4KA	PIK4CA
PI4KB	PIK4CB
PIAS1	DDXBP1
PIBF1	C13orf24
PICK1	PRKCABP
PIDD	LRDD
PIEZO1	FAM38A
PIEZO1P1	C20orf83, FAM38CP
PIEZO2	FAM38B2, C18orf30, C18orf58, FAM38B
PIF1	C15orf20
PIGP	DSCR5
PIGU	CDC91L1
PIH1D1	NOP17
PIK3CB	PIK3C1
PIK3R6	C17orf38
PIKFYVE	PIP5K3
PIM1	PIM
PIN1P1	PIN1L
PINK1	PARK6
PINK1-AS	PINK1-AS1
PIP4K2A	PIP5K2A
PIP4K2B	PIP5K2B
PIP4K2C	PIP5K2C
PIPSL	PSMD4P2, PIP5K1L1
PITHD1	C1orf128
PITPNA	PITPN
PITPNM1	PITPNM
PITX1	BFT
PITX2	IRID2, IHG2, RIEG, RIEG1, RGS
PJA2	RNF131
PKD2L1	PKD2L, PKDL
PKHD1	TIGM1
PKIA	PRKACN1
PKIB	PRKACN2
PKN1	PRKCL1
PKN2	PRKCL2
PLA2G1B	PLA2, PPLA2, PLA2A
PLA2G2A	PLA2B, PLA2L
PLA2G4A	PLA2G4
PLA2G12A	PLA2G12
PLA2G12B	PLA2G13
PLA2G15	LYPLA3
PLA2G16	HRASLS3
PLAC1L	TMEM122
PLAC4	C21orf115
PLCG1	PLC1
PLCH1	PLCL3
PLCH2	PLCL4
PLCL1	PLCE
PLCL2	PLCE2
PLD4	C14orf175
PLDN	PA
PLEC	EBS1, PLEC1
PLEKHA8P1	PLEKHA9
PLEKHB1	PHRET1
PLEKHG3	KIAA0599
PLEKHG4	SCA4
PLEKHM3	PLEKHM1L
PLEKHO2	PLEKHQ1
PLGLA	PLGP2, PLGLA1
PLGLB1	PLGL
PLGLB2	PLGP1
PLIN1	PLIN
PLIN2	ADFP
PLIN3	M6PRBP1
PLIN4	KIAA1881
PLK1	PLK
PLK1S1	NCRNA00153, C20orf19
PLK3	CNK
PLK4	STK18
PLK5	PLK5P
PLLP	TM4SF11
PLN	PLB
PLOD1	LLH, PLOD
PLP1	SPG2, PLP
PLXNA1	PLXN1
PLXNA2	PLXN2
PLXNA3	PLXN4
PLXNA4	PLXNA4A, PLXNA4B
PLXNB1	PLXN5
PLXNB3	PLXN6
PM20D2	ACY1L2
PMEL	SIL, SILV
PMEPA1	TMEPAI
PMM2	CDG1
PMPCA	INPP5E
PMS1	PMSL1
PMS2	PMSL2
PMS2P1	PMS2L6, PMS2L8, PMS2L7, PMS2L1
PMS2P2	PMS2L2
PMS2P3	PMS2L9, PMS2L3
PMS2P4	PMS2L4
PMS2P5	PMS2L5
PMS2P6	PMS2L14
PMS2P7	PMS2LP2, PMS2L15
PMS2P8	PMS2L16
PMS2P9	PMS2LP1, PMS2L17
PMS2P10	PMS2L10
