gene	disease
NT5C3	Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency
NTNG1	Atypical Rett syndrome
NTRK1	Hereditary sensory and autonomic neuropathy type 4
NTRK1	Hereditary sensory and autonomic neuropathy type 5
NTRK3	Fibrosarcoma
NUBPL	Isolated NADH-CoQ reductase deficiency
NUP155	Familial atrial fibrillation
NUP62	Familial infantile bilateral striatal necrosis
NYX	Congenital stationary night blindness
OAT	Hyperornithinemia
OBSL1	3M syndrome
OCA2	Oculocutaneous albinism type 2
OCA2	Prader-Willi syndrome
OCLN	Congenital intrauterine infection-like syndrome
OCRL	Dent disease type 2
OCRL	Oculocerebrorenal syndrome
OFD1	Joubert syndrome with orofaciodigital defect
OFD1	Oral-facial-digital syndrome type 1
OFD1	Primary ciliary dyskinesia
OFD1	Simpson-Golabi-Behmel syndrome type 2
OGDH	Oxoglutaricaciduria
OGG1	Familial renal cell carcinoma
OPA1	Autosomal dominant optic atrophy and congenital deafness
OPA1	Autosomal dominant optic atrophy, classic type
OPA3	3-methylglutaconic aciduria type 3
OPA3	Autosomal dominant optic atrophy and cataract
OPHN1	Intellectual deficit, X-linked - cerebellar hypoplasia
OPN1LW	Blue cone monochromatism
OPN1LW	Cone rod dystrophy
OPN1MW	Blue cone monochromatism
OPN1MW	Cone rod dystrophy
OPN1MW2	Blue cone monochromatism
OPN1MW2	Cone rod dystrophy
OPN1SW	Tritanopia
OPTN	Amyotrophic lateral sclerosis
OPTN	Congenital glaucoma
ORAI1	Severe combined immunodeficiency due to CRAC channel dysfunction
ORC1	Ear-patella-short stature syndrome
ORC4	Ear-patella-short stature syndrome
ORC6	Ear-patella-short stature syndrome
OSMR	Lichen amyloidosis
OSTM1	Autosomal recessive malignant osteopetrosis
OTC	Ornithine transcarbamylase deficiency
OTOA	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
OTOF	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
OTX2	Combined pituitary hormone deficiencies, genetic forms
OTX2	Septo-optic dysplasia
OTX2	Syndromic microphthalmia type 5
OXCT1	Succinyl-CoA acetoacetate transferase deficiency
P2RY12	P2Y12 deficiency
PABPN1	Oculopharyngeal muscular dystrophy
PACRG	Young adult-onset Parkinsonism
PAFAH1B1	17p13.3 microduplication syndrome
PAFAH1B1	Lissencephaly due to LIS1 mutation
PAFAH1B1	Miller-Dieker syndrome
PAH	Phenylketonuria
PAK3	X-linked nonsyndromic intellectual deficit
PALB2	Familial pancreatic carcinoma
PALB2	Fanconi anemia
PALB2	Hereditary breast and ovarian cancer syndrome
PANK2	Atypical pantothenate kinase associated neurodegeneration
PANK2	Classic pantothenate kinase associated neurodegeneration
PAPSS2	Spondyloepimetaphyseal dysplasia, Pakistani type
PARK2	Young adult-onset Parkinsonism
PARK7	Amyotrophic lateral sclerosis-parkinsonism-dementia complex
PARK7	Young adult-onset Parkinsonism
PAX2	Oligomeganephronia
PAX2	Papillo-renal syndrome
PAX3	Alveolar rhabdomyosarcoma
PAX3	Craniofacial-deafness-hand syndrome
PAX3	Waardenburg syndrome type 1
PAX3	Waardenburg syndrome type 3
PAX4	MODY syndrome
PAX6	Aniridia - cerebellar ataxia - intellectual deficit
PAX6	Foveal hypoplasia - presenile cataract
PAX6	Hereditary keratitis
PAX6	Isolated aniridia
PAX6	Isolated optic nerve hypoplasia
PAX6	Peters anomaly
PAX6	WAGR syndrome
PAX7	Alveolar rhabdomyosarcoma
PAX8	Athyreosis
PAX8	Thyroid hypoplasia
PBX1	Precursor B-cell acute lymphoblastic leukemia
PC	Pyruvate carboxylase deficiency
PCBD1	Dehydratase deficiency
PCCA	Propionic acidemia
PCCB	Propionic acidemia
PCDH15	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
PCDH15	Usher syndrome type 1
PCDH19	Female restricted epilepsy with intellectual deficit
PCK1	Phosphoenolpyruvate carboxykinase deficiency
PCK2	Phosphoenolpyruvate carboxykinase deficiency
PCM1	Papillary or follicular thyroid carcinoma
PCNT	Microcephalic osteodysplastic primordial short stature type 2
PCNT	Seckel syndrome
PCSK1	Obesity due to prohormone convertase-I deficiency
PCSK9	Benign familial hypobetalipoproteinemia
PDCD10	Hereditary cerebral cavernous malformation
PDE11A	Primary pigmented nodular adrenocortical disease
PDE6A	Retinitis pigmentosa
PDE6B	Congenital stationary night blindness
PDE6B	Retinitis pigmentosa
PDE6C	Achromatopsia
PDE6C	Progressive cone dystrophy
PDE6G	Retinitis pigmentosa
PDE6H	Cone dystrophy with supernormal rod response
PDE8B	Autosomal dominant striatal neurodegeneration
PDE8B	Primary pigmented nodular adrenocortical disease
PDGFB	Dermatofibrosarcoma protuberans
PDGFB	Familial multiple meningioma
PDGFRA	Gastrointestinal stromal tumor
PDGFRA	Idiopathic hypereosinophilic syndrome
PDGFRA	Myeloid neoplasm associated with PDGFRA rearrangement
PDGFRA	Precursor B-cell acute lymphoblastic leukemia
PDGFRB	Chronic myelomonocytic leukemia
PDGFRB	Idiopathic hypereosinophilic syndrome
PDGFRB	Myeloid neoplasm associated with PDGFRB rearrangement
PDGFRB	Unclassified chronic myeloproliferative disease
PDGFRL	Hereditary nonpolyposis colon cancer
PDHA1	Leigh syndrome with cardiomyopathy
PDHA1	Pyruvate dehydrogenase complex E1 component subunit alpha deficiency
PDHB	Pyruvate dehydrogenase complex E1 component subunit beta deficiency
PDHX	Pyruvate dehydrogenase protein X component deficiency
PDP1	Pyruvate dehydrogenase phosphatase deficiency
PDSS1	Deafness - encephaloneuropathy - obesity - valvulopathy
PDSS2	Autosomal recessive ataxia due to ubiquinone deficiency
PDSS2	Leigh syndrome with nephrotic syndrome
PDX1	MODY syndrome
PDX1	Partial pancreas agenesis
PDX1	Permanent neonatal diabetes mellitus
PDYN	Spinocerebellar ataxia type 23
PDZD7	Usher syndrome type 2
PEPD	Prolidase deficiency
PER2	Familial advanced sleep-phase syndrome
PEX1	Infantile Refsum disease
PEX1	Neonatal adrenoleukodystrophy
PEX1	Zellweger syndrome
PEX10	Autosomal recessive ataxia due to PEX10 deficiency
PEX10	Infantile Refsum disease
PEX10	Neonatal adrenoleukodystrophy
PEX10	Zellweger syndrome
PEX12	Infantile Refsum disease
PEX12	Neonatal adrenoleukodystrophy
PEX12	Zellweger syndrome
PEX13	Infantile Refsum disease
PEX13	Neonatal adrenoleukodystrophy
PEX13	Zellweger syndrome
PEX14	Infantile Refsum disease
PEX14	Neonatal adrenoleukodystrophy
PEX14	Zellweger syndrome
PEX16	Infantile Refsum disease
PEX16	Neonatal adrenoleukodystrophy
PEX16	Pseudo-Zellweger syndrome
PEX16	Zellweger syndrome
PEX19	Infantile Refsum disease
PEX19	Neonatal adrenoleukodystrophy
PEX19	Zellweger syndrome
PEX2	Infantile Refsum disease
PEX2	Neonatal adrenoleukodystrophy
PEX2	Zellweger syndrome
PEX26	Infantile Refsum disease
PEX26	Neonatal adrenoleukodystrophy
PEX26	Zellweger syndrome
PEX3	Infantile Refsum disease
PEX3	Neonatal adrenoleukodystrophy
PEX3	Zellweger syndrome
PEX5	Infantile Refsum disease
PEX5	Neonatal adrenoleukodystrophy
PEX5	Zellweger syndrome
PEX6	Infantile Refsum disease
PEX6	Neonatal adrenoleukodystrophy
PEX6	Zellweger syndrome
PEX7	Refsum disease
PEX7	Rhizomelic chondrodysplasia punctata
PFKM	Muscle phosphofructokinase deficiency
PGAM2	Myopathy due to phosphoglycerate mutase deficiency
PGK1	Phosphoglycerate kinase 1 deficiency
PGM1	Glycogen storage disease type 14
PHEX	X-linked hypophosphatemia
PHF6	Borjeson-Forssman-Lehmann syndrome
PHF8	Intellectual deficit, X-linked, Siderius type
PHGDH	3-Phosphoglycerate dehydrogenase deficiency
PHKA1	Glycogen storage disease due to muscle phosphorylase kinase deficiency
PHKA2	Glycogen storage disease due to liver phosphorylase kinase deficiency
PHKB	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
PHKG2	Glycogen storage disease due to liver phosphorylase kinase deficiency
PHOX2A	Congenital fibrosis of extraocular muscles
PHOX2B	Haddad syndrome
PHOX2B	Neuroblastoma
PHOX2B	Ondine syndrome
PHYH	Refsum disease
PIGA	Paroxysmal nocturnal hemoglobinuria
PIGM	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency
PIGN	Multiple congenital anomalies - hypotonia - seizures syndrome
PIGV	Hyperphosphatasia intellectual deficiency syndrome
PIK3CA	Hereditary nonpolyposis colon cancer
PIKFYVE	Corneal flecked dystrophy, Francois-Neetens type
PINK1	Young adult-onset Parkinsonism
PIP5K1C	Lethal congenital contracture syndrome type 3
PITPNM3	Cone rod dystrophy
PITX1	Tibial hemimelia - clubfoot
PITX2	Axenfeld-Rieger syndrome
PITX2	Peters anomaly
PITX2	Rieger-Axenfeld anomaly
PITX2	Ring dermoid of cornea
PITX3	Cataract-glaucoma
PITX3	Familial ocular anterior segment mesenchymal dysgenesis
PITX3	Posterior polar cataract
PKD1	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis
PKLR	Hemolytic anemia due to red cell pyruvate kinase deficiency
PKP1	Ectodermal dysplasia - skin fragility syndrome
PKP2	Familial isolated arrhythmogenic right ventricular dysplasia
PLA2G6	Dystonia-parkinsonism, Paisan-Ruiz type
PLA2G6	Infantile neuroaxonal dystrophy
PLAGL1	Paternal uniparental disomy of chromosome 6
PLAU	Quebec platelet disorder
PLCB1	Early infantile epileptic encephalopathy
PLCD1	Leukonychia totalis
PLCE1	Esophageal squamous cell carcinoma
PLCE1	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis
PLCE1	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
PLDN	Hermansky-Pudlak syndrome type 9
PLEC	Autosomal recessive limb-girdle muscular dystrophy due to plectin deficiency
PLEC	Epidermolysis bullosa simplex - limb girdle muscular dystrophy
PLEC	Epidermolysis bullosa simplex - pyloric atresia
PLEC	Epidermolysis bullosa simplex, Ogna type
PLEKHG4	Spinocerebellar ataxia type 4
PLEKHG5	Autosomal recessive lower motor neuron disease with childhood onset
PLEKHM1	Intermediate osteopetrosis
PLG	Hypoplasminogenemia
PLG	Ligneous conjunctivitis
PLIN1	Familial partial lipodystrophy associated with PLIN1 mutations
PLN	Familial isolated dilated cardiomyopathy
PLOD1	Ehlers-Danlos syndrome type 6A
PLOD1	Nevo syndrome
PLOD2	Bruck syndrome
PLP1	Complicated spastic paraplegia type 2
PLP1	Null syndrome
PLP1	Pelizaeus-Merzbacher disease in female carriers
PLP1	Pelizaeus-Merzbacher disease, classic form
PLP1	Pelizaeus-Merzbacher disease, connatal form
PLP1	Pelizaeus-Merzbacher disease, transitional form
PLP1	Pure spastic paraplegia type 2
PLP1	Spastic paraplegia type 2
PML	Acute promyelocytic leukemia
PMM2	CDG syndrome type Ia
PMP22	Charcot-Marie-Tooth disease type 1A
PMP22	Charcot-Marie-Tooth disease type 1E
PMP22	Dejerine-Sottas syndrome
PMP22	Hereditary neuropathy with liability to pressure palsies
PMP22	Roussy-Levy syndrome
PMS1	Hereditary nonpolyposis colon cancer
PMS2	Hereditary nonpolyposis colon cancer
PNKD	Paroxysmal non-kinesigenic dyskinesia
PNKP	Microcephaly - seizures - developmental delay
PNP	Purine nucleoside phosphorylase deficiency
PNPLA2	Neutral lipid storage myopathy
PNPLA6	Autosomal recessive spastic paraplegia type 39
PNPO	Pyridoxal phosphate-responsive seizures
POLG	Alpers syndrome
POLG	Autosomal dominant progressive external ophthalmoplegia
POLG	Autosomal recessive progressive external ophthalmoplegia
POLG	Mitochondrial neurogastrointestinal encephalomyopathy
POLG	Recessive mitochondrial ataxic syndrome
POLG	Sensory ataxic neuropathy - dysarthria - ophthalmoparesis
POLG	Spinocerebellar ataxia with epilepsy
POLG2	Autosomal dominant progressive external ophthalmoplegia
POLH	Xeroderma pigmentosum variant
POLR1C	Treacher-Collins syndrome
POLR1D	Treacher-Collins syndrome
POLR3A	Hypomyelination - hypogonadotropic hypogonadism - hypodontia
POLR3A	Odontoleukodystrophy
POLR3B	Hypomyelination - hypogonadotropic hypogonadism - hypodontia
POMC	Obesity due to pro-opiomelanocortin deficiency
POMGNT1	Muscle eye brain disease
POMGNT1	Walker-Warburg syndrome
POMP	Keratosis linearis - ichthyosis congenita - sclerosing keratoderma
POMT1	Autosomal recessive limb-girdle muscular dystrophy type 2K
POMT1	Walker-Warburg syndrome
POMT2	Autosomal recessive limb-girdle muscular dystrophy type 2N
POMT2	Walker-Warburg syndrome
PON1	Amyotrophic lateral sclerosis
PON2	Amyotrophic lateral sclerosis
PON3	Amyotrophic lateral sclerosis
POP1	Anauxetic dysplasia
POR	Antley-Bixler-like syndrome - ambiguous genitalia - disordered steroidogenesis
POR	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
PORCN	Focal dermal hypoplasia
POU1F1	Combined pituitary hormone deficiencies, genetic forms
POU1F1	Hypothyroidism due to deficient transcription factors involved in pituitary development or function
POU3F4	Developmental delay - deafness, Hildebrand type
POU3F4	Gusher syndrome
POU4F3	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
POU6F2	Wilms tumor - radial bilateral aplasia
PPARG	Familial partial lipodystrophy associated with PPARG mutations
PPARG	Glioblastoma
PPIB	Osteogenesis imperfecta type 2
PPIB	Osteogenesis imperfecta type 3
PPIB	Osteogenesis imperfecta type 4
PPM1B	2p21 microdeletion syndrome
PPOX	Porphyria variegata
PPP2R2B	Spinocerebellar ataxia type 12
PPT1	CLN1 disease
PQBP1	Hamel cerebro-palato-cardiac syndrome
PQBP1	Intellectual deficit, X-linked, Fichera type
PQBP1	Intellectual deficit, X-linked, Porteous type
PQBP1	X-linked intellectual deficit, Golabi-Ito-Hall type
PQBP1	X-linked intellectual deficit, Sutherland-Haan type
PRCC	Familial papillary renal cell carcinoma
PRCD	Retinitis pigmentosa
PRDM5	Brittle cornea syndrome
PREPL	2p21 microdeletion syndrome
PREPL	Atypical hypotonia - cystinuria syndrome
PREPL	Hypotonia - cystinuria syndrome
PRF1	Familial hemophagocytic lymphohistiocytosis
PRF1	Idiopathic aplastic anemia
PRG4	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome
PRICKLE1	Unverricht-Lundborg disease
PRKAR1A	Acrodysostosis with multiple hormone resistance
PRKAR1A	Carney complex
PRKAR1A	Familial atrial myxoma
PRKAR1A	Primary pigmented nodular adrenocortical disease
PRKCG	Spinocerebellar ataxia type 14
PRKCSH	Polycystic liver disease
PRKRA	Dystonia 16
PRLR	Mammary polyadenomatosis
PRNP	Creutzfeldt-Jakob disease
PRNP	Familial prion disease Alzheimer-like
PRNP	Fatal familial insomnia
PRNP	Gerstmann-Straussler-Scheinker syndrome
PRNP	Huntington disease-like 1
PROC	Hereditary thrombophilia due to congenital protein C deficiency
PRODH	Hyperprolinemia type 1
PROK2	Kallmann syndrome
PROK2	Normosmic congenital hypogonadotropic hypogonadism
PROKR2	Kallmann syndrome
PROKR2	Normosmic congenital hypogonadotropic hypogonadism
PROM1	Cone rod dystrophy
PROM1	Retinitis pigmentosa
PROM1	Stargardt disease
PROP1	Combined pituitary hormone deficiencies, genetic forms
PROP1	Hypothyroidism due to deficient transcription factors involved in pituitary development or function
PROP1	Panhypopituitarism
PROS1	Hereditary thrombophilia due to congenital protein S deficiency
PRPF3	Retinitis pigmentosa
PRPF31	Retinitis pigmentosa
PRPF6	Retinitis pigmentosa
PRPF8	Retinitis pigmentosa
PRPH	Amyotrophic lateral sclerosis
PRPH2	Adult-onset foveomacular vitelliform dystrophy
PRPH2	Butterfly-shaped pigment dystrophy
PRPH2	Central areolar choroidal dystrophy
PRPH2	Cone rod dystrophy
PRPH2	Fundus albipunctatus
PRPH2	Retinitis pigmentosa
PRPH2	Retinitis punctata albescens
PRPS1	Lethal ataxia with deafness and optic atrophy
PRPS1	Phosphoribosylpyrophosphate synthetase superactivity
PRPS1	X-linked Charcot-Marie-Tooth disease type 5
PRPS1	X-linked nonsyndromic sensorineural deafness type DFN
PRRX1	Agnathia - holoprosencephaly - situs inversus
PRSS1	Hereditary chronic pancreatitis
PRSS12	Autosomal recessive nonsyndromic intellectual deficit
PRTN3	Wegener granulomatosis
PRX	Charcot-Marie-Tooth disease type 4F
PSAP	Encephalopathy due to prosaposin deficiency
PSAP	Gaucher disease
PSAP	Metachromatic leukodystrophy
PSAT1	Phosphoserine aminotransferase deficiency
PSEN1	Early-onset autosomal dominant Alzheimer disease
PSEN1	Familial isolated dilated cardiomyopathy
PSEN1	Frontotemporal dementia
PSEN2	Early-onset autosomal dominant Alzheimer disease
PSEN2	Familial isolated dilated cardiomyopathy
PSMB8	Joint contractures - muscle atrophy - microcytic anemia -panniculitis-induced lipodystrophy
PSPH	3-Phosphoserine phosphatase deficiency
PSTPIP1	Pyogenic arthritis - pyoderma gangrenosum - acne
PTCH1	Gorlin syndrome
PTCH1	Holoprosencephaly
PTCH2	Commissural facial cleft
PTEN	Bannayan-Riley-Ruvalcaba syndrome
PTEN	Cowden syndrome
PTEN	Familial prostate cancer
PTEN	Hereditary breast and ovarian cancer syndrome
PTEN	Juvenile polyposis of infancy
PTEN	Lhermitte-Duclos disease
PTEN	Macrocephaly-autism syndrome
PTEN	Proteus-like syndrome - intellectual deficit - eye defects
PTEN	Segmental outgrowth - lipomatosis - arteriovenous malformation - epidermal nevus
PTEN	Squamous cell carcinoma of head and neck
PTF1A	Permanent neonatal diabetes mellitus - pancreatic and cerebellar agenesis
PTH	Familial isolated hypoparathyroidism due to impaired PTH secretion
PTH1R	Ankylosis of teeth
PTH1R	Chondrodysplasia, Blomstrand type
PTH1R	Eiken syndrome
PTH1R	Enchondromatosis
PTH1R	Maffucci syndrome
PTH1R	Metaphyseal chondrodysplasia, Jansen type
PTHLH	Brachydactyly type E
PTPN11	LEOPARD syndrome
PTPN11	Metachondromatosis
PTPN11	Noonan syndrome
PTPRC	Severe combined immunodeficiency T- B+ due to CD45 deficiency
PTPRO	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation
PTPRO	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis
PTPRO	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
PTPRO	Familial idiopathic steroid-resistant nephrotic syndrome with minimal changes
PTPRQ	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
PTRF	Generalized congenital lipodystrophy with myopathy
PTS	6-pyruvoyl-tetrahydropterin synthase deficiency
PUS1	Mitochondrial myopathy and sideroblastic anemia
PVRL1	Zlotogora-Ogur syndrome
PVRL4	Ectodermal dysplasia - syndactyly syndrome
PXDN	Cataract-microcornea syndrome
PXDN	Congenital glaucoma
PYCR1	Autosomal recessive cutis laxa type 2
PYCR1	De Barsy syndrome
PYCR1	Geroderma osteodysplastica
PYCR1	Wrinkly skin syndrome
PYGL	Liver phosphorylase deficiency
PYGM	Myophosphorylase deficiency
QDPR	Dihydropteridine reductase deficiency
RAB18	Micro syndrome
RAB23	Carpenter syndrome
RAB27A	Griscelli disease type 2
RAB39B	X-linked nonsyndromic intellectual deficit
RAB3GAP1	Micro syndrome
RAB3GAP2	Cataract - intellectual deficit - hypogonadism
RAB7A	Autosomal dominant Charcot-Marie-Tooth disease type 2B
RAC2	Neutrophil immunodeficiency syndrome
RAD50	Nijmegen breakage syndrome-like disorder
RAD51	Hereditary breast and ovarian cancer syndrome
RAD51C	Fanconi anemia
RAD51C	Hereditary breast and ovarian cancer syndrome
RAF1	LEOPARD syndrome
RAF1	Noonan syndrome
RAG1	Omenn syndrome
RAG1	Primary immunodeficiency with skin granulomas
RAG1	Severe combined immunodeficiency T+ B+ due to partial RAG1 deficiency
RAG1	Severe combined immunodeficiency, alymphocytotic type
RAG2	Omenn syndrome
RAG2	Primary immunodeficiency with skin granulomas
RAG2	Severe combined immunodeficiency, alymphocytotic type
RAI1	17p11.2 microduplication syndrome
RAI1	Smith-Magenis syndrome
RANBP2	Familial acute necrotizing encephalopathy
RAPSN	Fetal akinesia deformation sequence
RAPSN	Lethal multiple pterygium syndrome
RAPSN	Postsynaptic congenital myasthenic syndromes
RARA	Acute promyelocytic leukemia
RARS2	Pontocerebellar hypoplasia type 6
RASA1	Capillary malformation-arteriovenous malformation
RASA1	Parkes-Weber syndrome
RAX	Isolated anophthalmia - microphthalmia
RAX2	Cone rod dystrophy
RB1	Retinoblastoma
RBM10	TARP syndrome
RBM20	Familial isolated dilated cardiomyopathy
RBM28	ANE syndrome
RBMY1A1	Partial chromosome Y deletion
RD3	Congenital Leber amaurosis
RDH12	Congenital Leber amaurosis
RDH12	Retinitis pigmentosa
RDH5	Fundus albipunctatus
RDH5	Retinitis punctata albescens
RDX	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
REEP1	Autosomal dominant spastic paraplegia type 31
REG1A	Hereditary chronic pancreatitis
RELN	Lissencephaly syndrome, Norman-Roberts type
REN	Hyperuricemia - anemia - renal failure
REN	Renal tubular dysgenesis of genetic origin
RET	Bilateral renal agenesis
RET	Bilateral renal dysplasia
RET	Hirschsprung disease
RET	Medullary thyroid carcinoma
RET	Multiple endocrine neoplasia type 2A
RET	Multiple endocrine neoplasia type 2B
RET	Ondine syndrome
RET	Papillary or follicular thyroid carcinoma
RET	Unilateral renal dysplasia
RFC2	Williams syndrome
RFT1	CDG syndrome type In
RFX5	Immunodeficiency by defective expression of HLA class 2
RFXANK	Immunodeficiency by defective expression of HLA class 2
RFXAP	Immunodeficiency by defective expression of HLA class 2
RGR	Retinitis pigmentosa
RGS9	Bradyopsia
RGS9BP	Bradyopsia
RHAG	Overhydrated hereditary stomatocytosis
RHAG	Rh deficiency syndrome
RHCE	Rh deficiency syndrome
RHO	Congenital stationary night blindness
RHO	Retinitis pigmentosa
RHO	Retinitis punctata albescens
RIMS1	Cone rod dystrophy
RIN2	MACS syndrome
RLBP1	Bothnia retinal dystrophy
RLBP1	Fundus albipunctatus
RLBP1	Retinitis pigmentosa
RLBP1	Retinitis punctata albescens
RNASEH2A	Aicardi-Goutieres syndrome
RNASEH2B	Aicardi-Goutieres syndrome
RNASEH2C	Aicardi-Goutieres syndrome
RNASEL	Familial prostate cancer
RNASET2	Cystic leukoencephalopathy without megalencephaly
RNF135	17q11 microdeletion syndrome
RNF135	Excessive growth - learning disabilities - facial dysmorphism
RNF139	Familial renal cell carcinoma
RNF213	Moyamoya disease
ROBO3	Horizontal gaze palsy with progressive scoliosis
ROM1	Retinitis pigmentosa
ROR2	Autosomal recessive Robinow syndrome
ROR2	Brachydactyly type B
RP1	Retinitis pigmentosa
RP11-566K11.2.1	Familial melanoma
RP11-566K11.2.1	Oculocutaneous albinism type 2
RP2	Retinitis pigmentosa
RP4-559A3.7.1	Autosomal recessive cutis laxa type 2
RP4-559A3.7.1	De Barsy syndrome
RP4-559A3.7.1	Geroderma osteodysplastica
RP4-559A3.7.1	Wrinkly skin syndrome
RP9	Retinitis pigmentosa
RPE65	Congenital Leber amaurosis
RPE65	Retinitis pigmentosa
RPGR	Achromatopsia
RPGR	Cone rod dystrophy
RPGR	Primary ciliary dyskinesia
RPGR	Primary ciliary dyskinesia - retinitis pigmentosa
RPGR	Retinitis pigmentosa
RPGRIP1	Cone rod dystrophy
RPGRIP1	Congenital Leber amaurosis
RPGRIP1	Meckel syndrome
RPGRIP1L	Joubert syndrome with hepatic defect
RPGRIP1L	Joubert syndrome with renal defect
RPGRIP1L	Meckel syndrome
RPL11	Blackfan-Diamond disease
RPL35A	Blackfan-Diamond disease
RPL5	Blackfan-Diamond disease
RPS10	Blackfan-Diamond disease
RPS14	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality
RPS17	Blackfan-Diamond disease
RPS19	Blackfan-Diamond disease
RPS24	Blackfan-Diamond disease
RPS26	Blackfan-Diamond disease
RPS6KA3	Coffin-Lowry syndrome
RPS6KA3	X-linked nonsyndromic intellectual deficit
RPS7	Blackfan-Diamond disease
RS1	X-linked retinoschisis
RSPH4A	Primary ciliary dyskinesia
RSPH9	Primary ciliary dyskinesia
RSPO1	Palmoplantar keratoderma - XX sex reversal - predisposition to squamous cell carcinoma
RSPO4	Congenital anonychia
RTL1	Maternal uniparental disomy of chromosome 14
RTL1	Paternal uniparental disomy of chromosome 14
RUNX1	Chronic myeloid leukemia
RUNX1	Familial platelet syndrome with predisposition to acute myelogenous leukemia
RUNX1	Precursor B-cell acute lymphoblastic leukemia
RUNX1T1	Acute myeloid leukemia with t(8;21)(q22;q22) translocation
RUNX2	Cleidocranial dysplasia
RYR1	Autosomal dominant centronuclear myopathy
RYR1	Central core disease
RYR1	Congenital multicore myopathy with external ophthalmoplegia
RYR1	King-Denborough syndrome
RYR1	Malignant hyperthermia
RYR1	Multiminicore myopathy
RYR2	Catecholinergic polymorphic ventricular tachycardia
RYR2	Familial isolated arrhythmogenic right ventricular dysplasia
SACS	Spastic ataxia, Charlevoix-Saguenay type
SAG	Oguchi disease
SAG	Retinitis pigmentosa
SALL1	Townes-Brocks syndrome
SALL4	Acro-renal-ocular syndrome
SALL4	IVIC syndrome
SALL4	Okihiro syndrome
SALL4	Okihiro syndrome due to 20q13 microdeletion
SAMD9	Tumoral calcinosis
SAMHD1	Aicardi-Goutieres syndrome
SAMHD1	Chilblain lupus
SAR1B	Chylomicron retention disease
SARDH	Sarcosinemia
SART3	Disseminated superficial actinic porokeratosis
SAT1	Keratosis follicularis spinulosa decalvans
SATB2	2q32q33 microdeletion syndrome
SATB2	2q33.1 microdeletion syndrome
SATB2	Cleft lip/palate
SBDS	Idiopathic aplastic anemia
SBDS	Shwachman-Diamond syndrome
SBF2	Charcot-Marie-Tooth disease type 4B2
SC5DL	Lathosterolosis
SCARB2	Action myoclonus - renal failure syndrome
SCARB2	Unverricht-Lundborg disease
SCARF2	Van den Ende-Gupta syndrome
SCN1A	Dravet syndrome
SCN1A	Familial or sporadic hemiplegic migraine
SCN1A	Generalized epilepsy with febrile seizures-plus context
SCN1B	Brugada syndrome
SCN1B	Dravet syndrome
SCN1B	Generalized epilepsy with febrile seizures-plus context
SCN2A	Benign familial neonatal-infantile seizures
SCN2A	Early infantile epileptic encephalopathy
SCN2A	Generalized epilepsy with febrile seizures-plus context
SCN3B	Brugada syndrome
SCN4A	Acetazolamide-responsive myotonia
SCN4A	Hyperkalemic periodic paralysis
SCN4A	Hypokalemic periodic paralysis
SCN4A	Myotonia fluctuans
SCN4A	Myotonia permanens
SCN4A	Paramyotonia congenita of Von Eulenburg
SCN4A	Postsynaptic congenital myasthenic syndromes
SCN4B	Romano-Ward syndrome
SCN5A	Atrial cardiomyopathy with heart block
SCN5A	Brugada syndrome
SCN5A	Familial atrial fibrillation
SCN5A	Familial isolated dilated cardiomyopathy
SCN5A	Familial progressive cardiac conduction defect
SCN5A	Idiopathic ventricular fibrillation, not Brugada type
SCN5A	Romano-Ward syndrome
SCN5A	Sick sinus syndrome
SCN9A	Congenital insensitivity to pain
SCN9A	Erythromelalgia
SCN9A	Generalized epilepsy with febrile seizures-plus context
SCN9A	Paroxysmal extreme pain disorder
SCN9A	Primary erythermalgia
SCNN1A	Generalized pseudohypoaldosteronism type 1
SCNN1B	Generalized pseudohypoaldosteronism type 1
SCNN1B	Liddle syndrome
SCNN1G	Generalized pseudohypoaldosteronism type 1
SCNN1G	Liddle syndrome
SCO1	Fatal infantile cytochrome C oxidase deficiency
SCO2	Fatal infantile cytochrome C oxidase deficiency
SCO2	Leigh syndrome with cardiomyopathy
SCP2	Leukoencephalopathy - dystonia - motor neuropathy
SDCCAG8	Bardet-Biedl syndrome
SDCCAG8	Senior-Loken syndrome
SDHA	Familial isolated dilated cardiomyopathy
SDHA	Hereditary pheochromocytoma-paraganglioma
SDHA	Isolated succinate-CoQ reductase deficiency
