Approved Symbol	Gene family description
ATAD2B	"ATPases / AAA-type"
ATAD3A	"ATPases / AAA-type"
ATAD3B	"ATPases / AAA-type"
ATAD3C	"ATPases / AAA-type"
ATAD5	"ATPases / AAA-type"
ATG10-AS1	"ncRNAs / Long non-coding RNAs"
ATG10-IT1	"ncRNAs / Long non-coding RNAs"
ATG16L1	"WD repeat domain containing"
ATG16L2	"WD repeat domain containing"
ATOH1	"Basic helix-loop-helix proteins"
ATOH7	"Basic helix-loop-helix proteins"
ATOH8	"Basic helix-loop-helix proteins"
ATP1A1	"ATPases / P-type"
ATP1A2	"ATPases / P-type"
ATP1A3	"ATPases / P-type"
ATP1A4	"ATPases / P-type"
ATP1B1	"ATPases / P-type"
ATP1B2	"ATPases / P-type"
ATP1B3	"CD molecules", "ATPases / P-type"
ATP1B3-AS1	"ncRNAs / Long non-coding RNAs"
ATP1B4	"ATPases / P-type"
ATP2A1	"ATPases / P-type"
ATP2A2	"ATPases / P-type"
ATP2A3	"ATPases / P-type"
ATP2B1	"ATPases / P-type"
ATP2B2	"ATPases / P-type"
ATP2B2-IT1	"ncRNAs / Long non-coding RNAs"
ATP2B2-IT2	"ncRNAs / Long non-coding RNAs"
ATP2B3	"ATPases / P-type"
ATP2B4	"ATPases / P-type"
ATP2C1	"ATPases / P-type"
ATP2C2	"ATPases / P-type"
ATP4A	"ATPases / P-type"
ATP4B	"ATPases / P-type"
ATP5A1	"Mitochondrial respiratory chain complex / Complex V"
ATP5B	"Mitochondrial respiratory chain complex / Complex V"
ATP5C1	"Mitochondrial respiratory chain complex / Complex V"
ATP5D	"Mitochondrial respiratory chain complex / Complex V"
ATP5E	"Mitochondrial respiratory chain complex / Complex V"
ATP5F1	"Mitochondrial respiratory chain complex / Complex V"
ATP5G1	"Mitochondrial respiratory chain complex / Complex V"
ATP5G2	"Mitochondrial respiratory chain complex / Complex V"
ATP5G3	"Mitochondrial respiratory chain complex / Complex V"
ATP5H	"Mitochondrial respiratory chain complex / Complex V"
ATP5I	"Mitochondrial respiratory chain complex / Complex V"
ATP5J	"Mitochondrial respiratory chain complex / Complex V"
ATP5J2	"Mitochondrial respiratory chain complex / Complex V"
ATP5L	"Mitochondrial respiratory chain complex / Complex V"
ATP5L2	"Mitochondrial respiratory chain complex / Complex V"
ATP5O	"Mitochondrial respiratory chain complex / Complex V"
ATP6V1A	"ATPases / V-type"
ATP6V1B1	"ATPases / V-type"
ATP6V1B2	"ATPases / V-type"
ATP6V1C1	"ATPases / V-type"
ATP6V1C2	"ATPases / V-type"
ATP6V1D	"ATPases / V-type"
ATP6V1E1	"ATPases / V-type"
ATP6V1E2	"ATPases / V-type"
ATP6V1F	"ATPases / V-type"
ATP6V1G1	"ATPases / V-type"
ATP6V1G2	"ATPases / V-type"
ATP6V1G3	"ATPases / V-type"
ATP6V1H	"ATPases / V-type"
ATP6V0A1	"ATPases / V-type"
ATP6V0A2	"ATPases / V-type"
ATP6V0A4	"ATPases / V-type"
ATP6V0B	"ATPases / V-type"
ATP6V0C	"ATPases / V-type"
ATP6V0D1	"ATPases / V-type"
ATP6V0D2	"ATPases / V-type"
ATP6V0E1	"ATPases / V-type"
ATP6V0E2	"ATPases / V-type"
ATP7A	"ATPases / P-type"
ATP7B	"ATPases / P-type"
ATP8A1	"ATPases / P-type"
ATP8A2	"ATPases / P-type"
ATP8B1	"ATPases / P-type"
ATP8B2	"ATPases / P-type"
ATP8B3	"ATPases / P-type"
ATP8B4	"ATPases / P-type"
ATP8B5P	"ATPases / P-type"
ATP9A	"ATPases / P-type"
ATP9B	"ATPases / P-type"
ATP10A	"ATPases / P-type"
ATP10B	"ATPases / P-type"
ATP10D	"ATPases / P-type"
ATP11A	"ATPases / P-type"
ATP11A-AS1	"ncRNAs / Long non-coding RNAs"
ATP11B	"ATPases / P-type"
ATP11C	"ATPases / P-type"
ATP12A	"ATPases / P-type"
ATP13A1	"ATPases / P-type"
ATP13A2	"ATPases / P-type", "Parkinson disease"
ATP13A3	"ATPases / P-type"
ATP13A4	"ATPases / P-type"
ATP13A4-AS1	"ncRNAs / Long non-coding RNAs"
ATP13A5	"ATPases / P-type"
ATP13A5-AS1	"ncRNAs / Long non-coding RNAs"
ATPAF1-AS1	"ncRNAs / Long non-coding RNAs"
ATPIF1	"Mitochondrial respiratory chain complex / Complex V"
ATXN8OS	"ncRNAs / Long non-coding RNAs"
AURKA	"Protein phosphatase 1, regulatory (inhibitor) subunits"
AURKB	"Protein phosphatase 1, regulatory (inhibitor) subunits"
AXIN1	"Protein phosphatase 1, regulatory (inhibitor) subunits"
B3GALNT1	"Blood group antigens"
B3GAT1	"CD molecules"
B4GALT4-AS1	"ncRNAs / Long non-coding RNAs"
BACE1-AS	"ncRNAs / Long non-coding RNAs"
BACE2-IT1	"ncRNAs / Long non-coding RNAs"
BACH1-AS1	"ncRNAs / Long non-coding RNAs"
BACH1-IT1	"ncRNAs / Long non-coding RNAs"
BACH1-IT2	"ncRNAs / Long non-coding RNAs"
BACH1-IT3	"ncRNAs / Long non-coding RNAs"
BANP	"BEN domain containing"
BARHL1	"Homeoboxes / ANTP class : NKL subclass"
BARHL2	"Homeoboxes / ANTP class : NKL subclass"
BARX1	"Homeoboxes / ANTP class : NKL subclass"
BARX2	"Homeoboxes / ANTP class : NKL subclass"
BBS10	"Heat Shock Proteins / Chaperonins"
BBS12	"Heat Shock Proteins / Chaperonins"
BCAM	"CD molecules", "Blood group antigens"
BCAN	"Proteoglycans / Extracellular Matrix  : Aggrecans/versicans"
BCAR1	"Cas scaffolding proteins"
BCAR4	"ncRNAs / Long non-coding RNAs"
BCL2	"Protein phosphatase 1, regulatory (inhibitor) subunits"
BCL2L1	"Protein phosphatase 1, regulatory (inhibitor) subunits"
BCL2L2	"Protein phosphatase 1, regulatory (inhibitor) subunits"
BCL6	"Zinc fingers, C2H2 and BTB domain containing"
BCL6B	"Zinc fingers, C2H2 and BTB domain containing"
BCL11A	"Zinc fingers, C2H2-type"
BCL11B	"Zinc fingers, C2H2-type"
BCR	"Rho guanine nucleotide exchange factors"
BCS1L	"ATPases / AAA-type"
BCYRN1	"ncRNAs / Long non-coding RNAs"
BCYRN1P1	"ncRNAs / RNA pseudogenes"
BCYRN1P2	"ncRNAs / RNA pseudogenes"
BCYRN1P3	"ncRNAs / RNA pseudogenes"
BDH1	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
BDH2	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1"
BDNF-AS1	"ncRNAs / Long non-coding RNAs"
BEND2	"BEN domain containing"
BEND3	"BEN domain containing"
BEND4	"BEN domain containing"
BEND5	"BEN domain containing"
BEND6	"BEN domain containing"
BEND7	"BEN domain containing"
BFAR	"RING-type zinc fingers"
BGN	"Proteoglycans / Extracellular Matrix : Small leucine-rich repeats"
BHLHA9	"Basic helix-loop-helix proteins"
BHLHA15	"Basic helix-loop-helix proteins"
BHLHE22	"Basic helix-loop-helix proteins"
BHLHE23	"Basic helix-loop-helix proteins"
BHLHE40	"Basic helix-loop-helix proteins"
BHLHE41	"Basic helix-loop-helix proteins"
BIRC2	"Baculoviral IAP repeat containing", "RING-type zinc fingers"
BIRC3	"Baculoviral IAP repeat containing", "RING-type zinc fingers"
BIRC5	"Baculoviral IAP repeat containing"
BIRC6	"Baculoviral IAP repeat containing", "Ubiquitin-conjugating enzymes E2"
BIRC6-AS1	"ncRNAs / Long non-coding RNAs"
BIRC7	"Baculoviral IAP repeat containing", "RING-type zinc fingers"
BIRC8	"Baculoviral IAP repeat containing"
BLVRB	"Short chain dehydrogenase/reductase superfamily / Atypical members"
BMI1	"RING-type zinc fingers", "Polycomb group ring fingers"
BMPR1A	"CD molecules"
BMPR1B	"CD molecules"
BOK-AS1	"ncRNAs / Long non-coding RNAs"
BOLA3-AS1	"ncRNAs / Long non-coding RNAs"
BPESC1	"ncRNAs / Long non-coding RNAs"
BPI	"BPI fold containing"
BPIFA1	"BPI fold containing"
BPIFA2	"BPI fold containing"
BPIFA3	"BPI fold containing"
BPIFA4P	"BPI fold containing"
BPIFB1	"BPI fold containing"
BPIFB2	"BPI fold containing"
BPIFB3	"BPI fold containing"
BPIFB4	"BPI fold containing"
BPIFB5P	"BPI fold containing"
BPIFB6	"BPI fold containing"
BPIFB9P	"BPI fold containing"
BPIFC	"BPI fold containing"
BRAP	"RING-type zinc fingers"
BRCA1	"RING-type zinc fingers", "Protein phosphatase 1, regulatory (inhibitor) subunits"
BRCA2	"Fanconi anemia, complementation groups"
BRD2-IT1	"ncRNAs / Long non-coding RNAs"
BRF1	"General transcription factors"
BRIP1	"Fanconi anemia, complementation groups"
BRWD1	"WD repeat domain containing"
BRWD1-AS1	"ncRNAs / Long non-coding RNAs"
BRWD1-IT1	"ncRNAs / Long non-coding RNAs"
BRWD1-IT2	"ncRNAs / Long non-coding RNAs"
BRWD3	"WD repeat domain containing"
BSG	"CD molecules", "Blood group antigens"
BSN	"Zinc fingers, C2H2-type"
BSN-AS1	"ncRNAs / Long non-coding RNAs"
BSN-AS2	"ncRNAs / Long non-coding RNAs"
BST1	"CD molecules"
BST2	"CD molecules"
BSX	"Homeoboxes / ANTP class : NKL subclass"
BTBD9-AS1	"ncRNAs / Long non-coding RNAs"
BTLA	"CD molecules"
BTN3A1	"CD molecules"
BTRC	"F-boxes / WD-40 domains"
BVES-AS1	"ncRNAs / Long non-coding RNAs"
C1QA	"Complement system"
C1QB	"Complement system"
C1QC	"Complement system"
C1QTNF9-AS1	"ncRNAs / Long non-coding RNAs"
C1QTNF9B-AS1	"ncRNAs / Long non-coding RNAs"
C1R	"Complement system"
C1S	"Complement system"
C2	"Complement system"
C3	"Complement system"
C3AR1	"Complement system"
C4A	"Blood group antigens", "Complement system"
C4A-AS1	"ncRNAs / Long non-coding RNAs"
C4B	"Blood group antigens", "Complement system"
C4B-AS1	"ncRNAs / Long non-coding RNAs"
C5	"Complement system"
C5AR1	"CD molecules", "Complement system"
C6	"Complement system"
C6orf47-AS1	"ncRNAs / Long non-coding RNAs"
C7	"Complement system"
C8A	"Complement system"
C8B	"Complement system"
C8G	"Complement system", "Lipocalins"
C9	"Complement system"
C9orf8~withdrawn	"ADAM metallopeptidases with thrombospondin type 1 motif"
C13orf44-IT1	"ncRNAs / Long non-coding RNAs"
C17orf76-AS1	"ncRNAs / Long non-coding RNAs"
C19orf29-AS1	"ncRNAs / Long non-coding RNAs"
C20orf166-AS1	"ncRNAs / Long non-coding RNAs"
C21orf91-OT1	"ncRNAs / Long non-coding RNAs"
CA1	"Carbonic anhydrases"
CA2	"Carbonic anhydrases"
CA3	"Carbonic anhydrases"
CA4	"Carbonic anhydrases"
CA5A	"Carbonic anhydrases"
CA5B	"Carbonic anhydrases"
CA5B-AS1	"ncRNAs / Long non-coding RNAs"
CA5BP1	"Carbonic anhydrases"
CA5P	"Carbonic anhydrases"
CA6	"Carbonic anhydrases"
CA7	"Carbonic anhydrases"
CA8	"Carbonic anhydrases"
CA9	"Carbonic anhydrases"
CA10	"Carbonic anhydrases"
CA11	"Carbonic anhydrases"
CA12	"Carbonic anhydrases"
CA13	"Carbonic anhydrases"
CA14	"Carbonic anhydrases"
CACNA1A	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1B	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1C	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1C-AS1	"ncRNAs / Long non-coding RNAs"
CACNA1C-AS2	"ncRNAs / Long non-coding RNAs"
CACNA1C-AS3	"ncRNAs / Long non-coding RNAs"
CACNA1C-AS4	"ncRNAs / Long non-coding RNAs"
CACNA1C-IT1	"ncRNAs / Long non-coding RNAs"
CACNA1C-IT2	"ncRNAs / Long non-coding RNAs"
CACNA1C-IT3	"ncRNAs / Long non-coding RNAs"
CACNA1D	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1E	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1F	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1G	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1H	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1I	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA1S	"Calcium channel subunits", "Voltage-gated ion channels / Calcium channels"
CACNA2D1	"Calcium channel subunits"
CACNA2D2	"Calcium channel subunits"
CACNA2D3	"Calcium channel subunits"
CACNA2D3-AS1	"ncRNAs / Long non-coding RNAs"
CACNA2D4	"Calcium channel subunits"
CACNB1	"Calcium channel subunits"
CACNB2	"Calcium channel subunits"
CACNB3	"Calcium channel subunits"
CACNB4	"Calcium channel subunits"
CACNG1	"Calcium channel subunits"
CACNG2	"Calcium channel subunits"
CACNG3	"Calcium channel subunits"
CACNG4	"Calcium channel subunits"
CACNG5	"Calcium channel subunits"
CACNG6	"Calcium channel subunits"
CACNG7	"Calcium channel subunits"
CACNG8	"Calcium channel subunits"
CADM2-AS1	"ncRNAs / Long non-coding RNAs"
CADM2-AS2	"ncRNAs / Long non-coding RNAs"
CAHM	"ncRNAs / Long non-coding RNAs"
CAMTA1-IT1	"ncRNAs / Long non-coding RNAs"
CARM1	"Protein arginine methyltransferases"
CARS	"Aminoacyl tRNA synthetases / Class I"
CARS-AS1	"ncRNAs / Long non-coding RNAs"
CARS2	"Aminoacyl tRNA synthetases / Class I"
CASC1	"Protein phosphatase 1, regulatory (inhibitor) subunits"
CASC2	"ncRNAs / Long non-coding RNAs"
CASC5	"Protein phosphatase 1, regulatory (inhibitor) subunits"
CASK-AS1	"ncRNAs / Long non-coding RNAs"
CASP1	"Caspases"
CASP2	"Caspases", "Protein phosphatase 1, regulatory (inhibitor) subunits"
CASP3	"Caspases"
CASP4	"Caspases"
CASP5	"Caspases"
CASP6	"Caspases"
CASP7	"Caspases"
CASP8	"Caspases"
CASP9	"Caspases", "Protein phosphatase 1, regulatory (inhibitor) subunits"
CASP10	"Caspases"
CASP12	"Caspases"
CASQ1	"Protein disulfide isomerases"
CASQ2	"Protein disulfide isomerases"
CASS4	"Cas scaffolding proteins"
CATSPER1	"Voltage-gated ion channels / Cation channels, sperm associated"
CATSPER2	"Voltage-gated ion channels / Cation channels, sperm associated"
CATSPER3	"Voltage-gated ion channels / Cation channels, sperm associated"
CATSPER4	"Voltage-gated ion channels / Cation channels, sperm associated"
CBFA2T2	"Zinc fingers, MYND-type"
CBFA2T3	"Zinc fingers, MYND-type", "A-kinase anchor proteins"
CBL	"RING-type zinc fingers"
CBLB	"RING-type zinc fingers"
CBLC	"RING-type zinc fingers"
CBLL1	"RING-type zinc fingers"
CBR1	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1"
CBR3	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1"
CBR3-AS1	"ncRNAs / Long non-coding RNAs"
CBR4	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1"
CCDC8	"Protein phosphatase 1, regulatory (inhibitor) subunits"
CCDC13-AS1	"ncRNAs / Long non-coding RNAs"
CCDC39-AS1	"ncRNAs / Long non-coding RNAs"
CCL1	"Chemokine ligands"
CCL2	"Chemokine ligands"
CCL3	"Chemokine ligands"
CCL3L1	"Chemokine ligands"
CCL3L3	"Chemokine ligands"
CCL3P1	"Chemokine ligands"
CCL4	"Chemokine ligands"
CCL4L1	"Chemokine ligands"
CCL4L2	"Chemokine ligands"
CCL5	"Chemokine ligands"
CCL7	"Chemokine ligands"
CCL8	"Chemokine ligands"
CCL11	"Chemokine ligands"
CCL13	"Chemokine ligands"
CCL14	"Chemokine ligands"
CCL15	"Chemokine ligands"
CCL16	"Chemokine ligands"
CCL17	"Chemokine ligands"
CCL18	"Chemokine ligands"
CCL19	"Chemokine ligands"
CCL20	"Chemokine ligands"
CCL21	"Chemokine ligands"
CCL22	"Chemokine ligands"
CCL23	"Chemokine ligands"
CCL24	"Chemokine ligands"
CCL25	"Chemokine ligands"
CCL26	"Chemokine ligands"
CCL27	"Chemokine ligands"
CCL28	"Chemokine ligands"
CCNF	"F-boxes /  "other""
CCR1	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR2	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR3	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR4	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR5	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR6	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR7	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR8	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR9	"Chemokine  (C-C motif) receptors", "CD molecules"
CCR10	"G protein-coupled receptors", "Chemokine  (C-C motif) receptors"
CCRL1	"Chemokine  (C-C motif) receptors"
CCRL1P1	"Chemokine  (C-C motif) receptors"
CCRL2	"Chemokine  (C-C motif) receptors"
CCT2	"Heat Shock Proteins / Chaperonins"
CCT3	"Heat Shock Proteins / Chaperonins"
CCT4	"Heat Shock Proteins / Chaperonins"
CCT5	"Heat Shock Proteins / Chaperonins"
CCT6A	"Heat Shock Proteins / Chaperonins"
CCT6B	"Heat Shock Proteins / Chaperonins"
CCT7	"Heat Shock Proteins / Chaperonins"
CCT8	"Heat Shock Proteins / Chaperonins"
CD1A	"CD molecules"
CD1B	"CD molecules"
CD1C	"CD molecules"
CD1D	"CD molecules"
CD1E	"CD molecules"
CD2	"CD molecules"
CD2BP2	"Protein phosphatase 1, regulatory (inhibitor) subunits"
CD3D	"CD molecules"
CD3E	"CD molecules"
CD3G	"CD molecules"
CD3W	"CD molecules"
CD4	"CD molecules"
CD5	"CD molecules"
CD6	"CD molecules"
CD7	"CD molecules"
CD8A	"CD molecules"
CD8B	"CD molecules"
CD9	"CD molecules"
CD14	"CD molecules"
CD19	"CD molecules"
CD22	"CD molecules", "Sialic acid binding Ig-like lectins"
CD24	"CD molecules"
CD27	"Tumor necrosis factor receptor superfamily", "CD molecules"
CD28	"CD molecules"
CD33	"CD molecules", "Sialic acid binding Ig-like lectins"
CD34	"CD molecules"
CD36	"CD molecules"
CD37	"CD molecules"
CD38	"CD molecules"
CD40	"Tumor necrosis factor receptor superfamily", "CD molecules"
CD40LG	"Tumor necrosis factor (ligand) superfamily", "CD molecules"
CD44	"CD molecules", "Blood group antigens", "Proteoglycans / Cell surface : Other"
CD46	"CD molecules", "Complement system"
CD47	"CD molecules"
CD48	"CD molecules"
CD52	"CD molecules"
CD53	"CD molecules"
CD55	"CD molecules", "Blood group antigens"
CD58	"CD molecules"
CD59	"CD molecules", "Complement system"
CD63	"CD molecules"
CD68	"CD molecules"
CD69	"C-type lectin domain containing", "CD molecules"
CD70	"Tumor necrosis factor (ligand) superfamily", "CD molecules"
CD72	"CD molecules"
CD74	"CD molecules"
CD79A	"CD molecules"
CD79B	"CD molecules"
CD80	"CD molecules"
CD81	"CD molecules"
CD82	"CD molecules"
CD83	"CD molecules"
CD84	"CD molecules"
CD86	"CD molecules"
CD93	"CD molecules"
CD96	"CD molecules"
CD97	"CD molecules"
CD99	"Pseudoautosomal regions / PAR1", "CD molecules"
CD99P1	"Pseudoautosomal regions / PAR1"
CD101	"CD molecules"
CD109	"CD molecules"
CD151	"CD molecules", "Blood group antigens"
CD160	"CD molecules"
CD163	"CD molecules"
CD164	"CD molecules"
CD177	"CD molecules"
CD180	"CD molecules"
CD200	"CD molecules"
CD207	"C-type lectin domain containing", "CD molecules"
CD209	"C-type lectin domain containing", "CD molecules"
CD226	"CD molecules"
CD244	"CD molecules"
CD247	"CD molecules"
CD248	"CD molecules"
CD274	"CD molecules"
CD276	"CD molecules"
CD300A	"CD molecules"
CD300C	"CD molecules"
CD300E	"CD molecules"
CD302	"CD molecules", "C-type lectin domain containing"
CD320	"CD molecules"
CDC14A	"Protein tyrosine phosphatases / Class I Cys-based PTPs : CDC14s"
CDC14B	"Protein tyrosine phosphatases / Class I Cys-based PTPs : CDC14s"
CDC16	"Anaphase promoting complex subunits"
CDC23	"Anaphase promoting complex subunits"
CDC25A	"Protein tyrosine phosphatases / Class III Cys-based PTPs"
CDC25B	"Protein tyrosine phosphatases / Class III Cys-based PTPs"
CDC25C	"Protein tyrosine phosphatases / Class III Cys-based PTPs", "Protein phosphatase 1, regulatory (inhibitor) subunits"
CDC26	"Anaphase promoting complex subunits"
CDC27	"Anaphase promoting complex subunits"
CDC34	"Ubiquitin-conjugating enzymes E2"
CDC42	"Ras homolog gene family"
CDC42-IT1	"ncRNAs / Long non-coding RNAs"
CDCP1	"CD molecules"
CDH1	"CD molecules", "Cadherins / Major cadherins"
CDH2	"CD molecules", "Cadherins / Major cadherins"
CDH3	"Cadherins / Major cadherins"
CDH4	"Cadherins / Major cadherins"
CDH5	"CD molecules", "Cadherins / Major cadherins"
CDH6	"Cadherins / Major cadherins"
CDH7	"Cadherins / Major cadherins"
CDH8	"Cadherins / Major cadherins"
CDH9	"Cadherins / Major cadherins"
CDH10	"Cadherins / Major cadherins"
CDH11	"Cadherins / Major cadherins"
CDH12	"Cadherins / Major cadherins"
CDH12P2	"Cadherins / Major cadherins"
CDH13	"Cadherins / Major cadherins"
CDH15	"Cadherins / Major cadherins"
CDH16	"Cadherins / Major cadherins"
CDH17	"Cadherins / Major cadherins"
CDH18	"Cadherins / Major cadherins"
CDH19	"Cadherins / Major cadherins"
CDH20	"Cadherins / Major cadherins"
CDH22	"Cadherins / Major cadherins"
CDH23	"Cadherins / Cadherin-relatated"
CDH23-AS1	"ncRNAs / Long non-coding RNAs"
CDH24	"Cadherins / Major cadherins"
CDH26	"Cadherins / Major cadherins"
CDHR1	"Cadherins / Cadherin-relatated"
CDHR2	"Cadherins / Cadherin-relatated"
CDHR3	"Cadherins / Cadherin-relatated"
CDHR4	"Cadherins / Cadherin-relatated"
CDHR5	"Cadherins / Cadherin-relatated"
CDK1	"Cyclin-dependent kinases"
CDK2	"Cyclin-dependent kinases"
CDK3	"Cyclin-dependent kinases"
CDK4	"Cyclin-dependent kinases"
CDK5	"Cyclin-dependent kinases"
CDK6	"Cyclin-dependent kinases"
CDK7	"Cyclin-dependent kinases"
CDK8	"Cyclin-dependent kinases"
CDK9	"Cyclin-dependent kinases"
CDK10	"Cyclin-dependent kinases"
CDK11A	"Cyclin-dependent kinases"
CDK11B	"Cyclin-dependent kinases"
CDK12	"Cyclin-dependent kinases"
CDK13	"Cyclin-dependent kinases"
CDK14	"Cyclin-dependent kinases"
CDK15	"Cyclin-dependent kinases"
CDK16	"Cyclin-dependent kinases"
CDK17	"Cyclin-dependent kinases"
CDK18	"Cyclin-dependent kinases"
CDK19	"Cyclin-dependent kinases"
CDK20	"Cyclin-dependent kinases"
CDKL1	"Cyclin-dependent kinases"
CDKL2	"Cyclin-dependent kinases"
CDKL3	"Cyclin-dependent kinases"
CDKL4	"Cyclin-dependent kinases"
CDKL5	"Cyclin-dependent kinases"
CDKN1A-AS1	"ncRNAs / Long non-coding RNAs"
CDKN2B-AS1	"ncRNAs / Long non-coding RNAs"
CDKN3	"Protein tyrosine phosphatases / Class I Cys-based PTPs : CDC14s"
CDRT7	"ncRNAs / Long non-coding RNAs"
CDX1	"Homeoboxes / ANTP class : HOXL subclass"
CDX2	"Homeoboxes / ANTP class : HOXL subclass"
CDX4	"Homeoboxes / ANTP class : HOXL subclass"
CEACAM1	"CD molecules"
CEACAM3	"CD molecules"
CEACAM5	"CD molecules"
CEACAM6	"CD molecules"
CEACAM8	"CD molecules"
CECR3	"ncRNAs / Long non-coding RNAs"
CECR5-AS1	"ncRNAs / Long non-coding RNAs"
CECR7	"ncRNAs / Long non-coding RNAs"
CECR9	"ncRNAs / Long non-coding RNAs"
CELF3	"Trinucleotide (CAG) repeat containing"
CELSR1	"Cadherins / Major cadherins"
CELSR2	"Cadherins / Major cadherins"
