gene	disease
BEST1	MACULAR DYSTROPHY, VITELLIFORM 
BEST1	MACULAR DYSTROPHY, VITELLIFORM, ADULT-ONSET 
BEST1	MACULARDYSTROPHY,CONCENTRICANNULAR
BEST1	RETINITIS PIGMENTOSA 50 
BEST1	VITREORETINOCHOROIDOPATHY 
BFSP1	CATARACT, CORTICAL, JUVENILE-ONSET 
BFSP2	CATARACT, AUTOSOMAL DOMINANT 
BFSP2	CATARACT, AUTOSOMAL DOMINANT, MULTIPLE TYPES 1 
BHLHE41	SHORT SLEEPER 
BIN1	MYOPATHY, CENTRONUCLEAR, 2 
BLK	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11 
BLM	BLOOM SYNDROME 
BLMH	ALZHEIMER DISEASE 
BLNK	AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE 
BLOC1S3	HERMANSKY-PUDLAK SYNDROME 1 
BLOC1S3	HERMANSKY-PUDLAK SYNDROME 8 
BLVRA	HYPERBILIVERDINEMIA 
BMP15	OVARIAN DYSGENESIS 2 
BMP2	BRACHYDACTYLY, TYPE A2 
BMP2	HEMOCHROMATOSIS 
BMP4	MICROPHTHALMIA, SYNDROMIC 6 
BMP4	OROFACIAL CLEFT 11 
BMPER	DIAPHANOSPONDYLODYSOSTOSIS 
BMPR1A	CHROMOSOME 10q23 DELETION SYNDROME 
BMPR1A	COWDEN DISEASE 
BMPR1A	JUVENILE POLYPOSIS SYNDROME 
BMPR1A	POLYPOSIS SYNDROME, HEREDITARY MIXED, 2 
BMPR1B	BRACHYDACTYLY, TYPE A2 
BMPR1B	BRACHYDACTYLY, TYPE C 
BMPR1B	CHONDRODYSPLASIA, ACROMESOMELIC, WITH GENITAL ANOMALIES 
BMPR2	PULMONARY HYPERTENSION, PRIMARY, 1 
BMPR2	PULMONARY VENOOCCLUSIVE DISEASE 
BOLA3	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 
BPGM	BISPHOSPHOGLYCERATE MUTASE DEFICIENCY 
BRAF	CARDIOFACIOCUTANEOUS SYNDROME 
BRAF	COLORECTAL CANCER 
BRAF	LEOPARD SYNDROME 3 
BRAF	LUNG CANCER 
BRAF	LYMPHOMA, NON-HODGKIN, FAMILIAL 
BRAF	NOONAN SYNDROME 7 
BRCA1	BREAST CANCER 
BRCA1	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1 
BRCA1	OVARIAN CANCER 
BRCA1	PANCREATIC CANCER, SUSCEPTIBILITY TO, 4 
BRCA2	BREAST CANCER 
BRCA2	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2 
BRCA2	FANCONI ANEMIA, COMPLEMENTATION GROUP A 
BRCA2	FANCONI ANEMIA, COMPLEMENTATION GROUP D1 
BRCA2	GLIOMA SUSCEPTIBILITY 1 
BRCA2	GLIOMA SUSCEPTIBILITY 3 
BRCA2	MEDULLOBLASTOMA 
BRCA2	PANCREATIC CANCER 
BRCA2	PANCREATIC CANCER, SUSCEPTIBILITY TO, 2 
BRCA2	PROSTATE CANCER 
BRCA2	WILMS TUMOR 1 
BRCC3	MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM, 
BRIP1	BREAST CANCER 
BRIP1	FANCONI ANEMIA, COMPLEMENTATION GROUP A 
BRIP1	FANCONI ANEMIA, COMPLEMENTATION GROUP J 
BRWD3	MENTAL RETARDATION, X-LINKED 93 
BSCL2	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 2 
BSCL2	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V 
BSCL2	SPASTIC PARAPLEGIA 17 
BSG	BLOOD GROUP--OK 
BSND	BARTTER SYNDROME, TYPE 4A 
BTBD9	RESTLESSLEGSSYNDROME,SUSCEPTIBILITYTO,6
BTD	BIOTINIDASE DEFICIENCY 
BTK	AGAMMAGLOBULINEMIA, X-LINKED 
BTK	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III 
BTNL2	SARCOIDOSIS, SUSCEPTIBILITY TO, 1 
BTNL2	SARCOIDOSIS, SUSCEPTIBILITY TO, 2 
BUB1B	COLORECTAL CANCER 
BUB1B	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1 
BUB1B	PREMATURE CHROMATID SEPARATION TRAIT 
C10orf2	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE) 
C10orf2	MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE) 
C10orf2	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, 
C10orf2	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS 
C12orf65	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7 
C14orf133	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2 
C16orf57	POIKILODERMA WITH NEUTROPENIA 
C19orf12	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4 
C1GALT1C1	TN SYNDROME 
C1QA	C1q DEFICIENCY 
C1QB	C1q DEFICIENCY 
C1QC	C1q DEFICIENCY 
C1QTNF5	LATE-ONSET RETINAL DEGENERATION 
C1R	COMPLEMENTCOMPONENTC1r/C1sDEFICIENCY
C1S	COMPLEMENT COMPONENT C1s DEFICIENCY 
C2	COMPLEMENT COMPONENT 2 DEFICIENCY 
C2	MACULAR DEGENERATION, AGE-RELATED, 1 
C20orf54	BROWN-VIALETTO-VAN LAERE SYNDROME 
C20orf54	FAZIO-LONDE DISEASE 
C20orf7	MITOCHONDRIAL COMPLEX I DEFICIENCY 
C2orf71	RETINITIS PIGMENTOSA 
C2orf71	RETINITIS PIGMENTOSA 54 
C3	COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE 
C3	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5 
C3	MACULAR DEGENERATION, AGE-RELATED, 9 
C4A	BLOOD GROUP, CHIDO/RODGERS SYSTEM 
C4A	COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF 
C4A	COMPLEMENT COMPONENT 4A DEFICIENCY 
C4A	COMPLEMENT COMPONENT 4B DEFICIENCY 
C4A	SYSTEMIC LUPUS ERYTHEMATOSUS 
C4B	COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF 
C4B	COMPLEMENT COMPONENT 4B DEFICIENCY 
C4B	SYSTEMIC LUPUS ERYTHEMATOSUS 
C5	COMPLEMENT COMPONENT 5 DEFICIENCY 
C6	COMPLEMENT COMPONENT 6 DEFICIENCY 
C6orf221	HYDATIDIFORM MOLE, RECURRENT, 2 
C7	COMPLEMENT COMPONENT 7 DEFICIENCY 
C7orf10	GLUTARIC ACIDURIA III 
C7orf11	TRICHOTHIODYSTROPHY, NONPHOTOSENSITIVE 1 
C8A	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I 
C8B	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II 
C8orf38	LEIGH SYNDROME 
C8orf38	MITOCHONDRIAL COMPLEX I DEFICIENCY 
C9	COMPLEMENT COMPONENT 9 DEFICIENCY 
C9orf72	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 
CA12	HYPERCHLORHIDROSIS, ISOLATED 
CA2	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3 
CA4	RETINITIS PIGMENTOSA 17 
CA8	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 
CABP4	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2B 
CACNA1A	ALTERNATING HEMIPLEGIA OF CHILDHOOD 
CACNA1A	EPISODIC ATAXIA, TYPE 2 
CACNA1A	MIGRAINE, FAMILIAL HEMIPLEGIC, 1 
CACNA1A	SPINOCEREBELLAR ATAXIA 6 
CACNA1C	BRUGADA SYNDROME 3 
CACNA1C	TIMOTHY SYNDROME 
CACNA1F	ALAND ISLAND EYE DISEASE 
CACNA1F	CONE-ROD DYSTROPHY, X-LINKED, 3 
CACNA1F	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A 
CACNA1H	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 6 
CACNA1S	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1 
CACNA1S	MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5 
CACNA1S	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1 
CACNA2D4	RETINAL CONE DYSTROPHY 4 
CACNB2	BRUGADA SYNDROME 4 
CACNB4	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9 
CACNB4	EPILEPSY, MYOCLONIC JUVENILE 
CACNB4	EPILEPSY,IDIOPATHICGENERALIZED
CACNB4	EPISODIC ATAXIA, TYPE 5 
CACNG2	MENTAL RETARDATION, AUTOSOMAL DOMINANT 10 
CALCR	OSTEOPOROSIS 
CALR3	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19 
CAMKMT	HYPOTONIA-CYSTINURIA SYNDROME 
CANT1	DESBUQUOIS DYSPLASIA 
CAPN10	DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1 
CAPN3	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2A 
CARD9	CANDIDIASIS, FAMILIAL, 2 
CARTPT	OBESITY 
CASK	FG SYNDROME 4 
CASK	MENTAL RETARDATION AND MICROCEPHALY WITH PONTINE AND CEREBELLAR HYPOPLASIA 
CASP10	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE IIA 
CASP10	GASTRIC CANCER 
CASP10	GASTRIC CANCER, HEREDITARY DIFFUSE 
CASP10	LYMPHOMA, NON-HODGKIN, FAMILIAL 
CASP8	BREAST CANCER 
CASP8	CASPASE 8 DEFICIENCY 
CASP8	HEPATOCELLULAR CARCINOMA 
CASP8	LUNG CANCER 
CASQ2	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR 
CASQ2	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2 
CASR	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8 
CASR	HYPERPARATHYROIDISM, NEONATAL SEVERE PRIMARY 
CASR	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE I 
CASR	HYPOPARATHYROIDISM, FAMILIAL ISOLATED 
CAT	ACATALASEMIA 
CATSPER1	SPERMATOGENIC FAILURE 7 
CATSPER2	DEAFNESS, SENSORINEURAL, AND MALE INFERTILITY 
CAV1	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 3 
CAV3	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 
CAV3	CREATINE PHOSPHOKINASE, ELEVATED SERUM 
CAV3	LONG QT SYNDROME 9 
CAV3	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C 
CAV3	MYOPATHY, DISTAL, TATEYAMA TYPE 
CAV3	RIPPLING MUSCLE DISEASE 
CAV3	SUDDEN INFANT DEATH SYNDROME 
CBFB	LEUKEMIA, ACUTE MYELOID 
CBL	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC 
CBS	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY 
CBX2	46,XY SEX REVERSAL 5 
CC2D1A	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3 
CC2D2A	COACH SYNDROME 
CC2D2A	JOUBERT SYNDROME 9 
CC2D2A	MECKEL SYNDROME, TYPE 6 
CCBE1	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 
CCDC28B	BARDET-BIEDL SYNDROME 
CCDC39	CILIARY DYSKINESIA, PRIMARY, 14 
CCDC40	CILIARY DYSKINESIA, PRIMARY, 15 
CCDC50	DEAFNESS, AUTOSOMAL DOMINANT 44 
CCDC6	THYROID CARCINOMA, PAPILLARY 
CCDC8	THREE M SYNDROME 3 
CCL11	ASTHMA, SUSCEPTIBILITY TO 
CCL11	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCL2	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCL2	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
CCL2	NEURAL TUBE DEFECTS 
CCL26	ESOPHAGITIS,EOSINOPHILIC,1
CCL3	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCL3L1	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCL3L3	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCM2	CEREBRAL CAVERNOUS MALFORMATIONS 2 
CCND1	COLORECTAL CANCER 
CCND1	LEUKEMIA, CHRONIC LYMPHOCYTIC 
CCND1	MYELOMA, MULTIPLE 
CCND1	VON HIPPEL-LINDAU SYNDROME 
CCR2	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCR5	DIABETES MELLITUS, INSULIN-DEPENDENT, 22 
CCR5	HEPATITIS C VIRUS, SUSCEPTIBILITY TO 
CCR5	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CCR5	WEST NILE VIRUS, SUSCEPTIBILITY TO 
CCT5	NEUROPATHY, HEREDITARY SENSORY, WITH SPASTIC PARAPLEGIA, AUTOSOMAL 
CD151	NEPHROPATHY WITH PRETIBIAL EPIDERMOLYSIS BULLOSA AND DEAFNESS 
CD151	RAPH BLOOD GROUP SYSTEM 
CD19	IMMUNODEFICIENCY, COMMON VARIABLE, 3 
CD207	BIRBECK GRANULE DEFICIENCY 
CD209	DENGUE VIRUS, SUSCEPTIBILITY TO 
CD209	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
CD209	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
CD244	RHEUMATOID ARTHRITIS 
CD247	IMMUNODEFICIENCY DUE TO DEFECT IN CD3-ZETA 
CD2AP	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3, SUSCEPTIBILITY TO 
CD320	METHYLMALONIC ACIDURIA DUE TO TRANSCOBALAMIN RECEPTOR DEFECT 
CD36	CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7 
CD36	MALARIA, SUSCEPTIBILITY TO 
CD36	PLASMODIUMFALCIPARUMBLOODINFECTIONLEVEL
CD36	PLATELET GLYCOPROTEIN IV DEFICIENCY 
CD3D	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, 
CD3E	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, 
CD4	OKT4 EPITOPE DEFICIENCY 
CD40	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 3 
CD40LG	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 1 
CD44	INDIAN BLOOD GROUP SYSTEM 
CD46	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
CD46	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2 
CD55	BLOOD GROUP, CROMER SYSTEM 
CD59	CD59 DEFICIENCY 
CD79A	AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE 
CD79B	AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE 
CD81	IMMUNODEFICIENCY, COMMON VARIABLE, 6 
CD82	PROSTATE CANCER 
CD8A	CD8 DEFICIENCY, FAMILIAL 
CD96	BOHRING-OPITZ SYNDROME 
CD96	C SYNDROME 
CDAN1	ANEMIA, DYSERYTHROPOIETIC CONGENITAL, TYPE I 
CDC6	MEIER-GORLIN SYNDROME 5 
CDC73	HYPERPARATHYROIDISM 1 
CDC73	HYPERPARATHYROIDISM 2 
CDC73	PARATHYROID CARCINOMA 
CDH1	BREAST CANCER 
CDH1	ENDOMETRIAL CANCER 
CDH1	GASTRIC CANCER, HEREDITARY DIFFUSE 
CDH1	OVARIAN CANCER 
CDH1	PROSTATE CANCER 
CDH15	MENTAL RETARDATION, AUTOSOMAL DOMINANT 3 
CDH23	DEAFNESS, AUTOSOMAL RECESSIVE 12 
CDH23	USHER SYNDROME, TYPE I 
CDH23	USHER SYNDROME, TYPE ID 
CDH3	EEM SYNDROME 
CDH3	HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY 
CDHR1	CONE-ROD DYSTROPHY 15 
CDK4	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3 
CDK5RAP2	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE 
CDK6	STATUREQUANTITATIVETRAITLOCUS11
CDKAL1	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
CDKL5	ANGELMAN SYNDROME 
CDKL5	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1 
CDKL5	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2 
CDKL5	RETT SYNDROME 
CDKN1B	MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV 
CDKN1C	BECKWITH-WIEDEMANN SYNDROME 
CDKN2A	LI-FRAUMENI SYNDROME 1 
CDKN2A	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2 
CDKN2A	MELANOMA-ASTROCYTOMA SYNDROME 
CDKN2A	MELANOMA-PANCREATIC CANCER SYNDROME 
CDKN3	HEPATOCELLULAR CARCINOMA 
CDON	HOLOPROSENCEPHALY 11 
CDSN	HYPOTRICHOSIS 2 
CDSN	PEELING SKIN SYNDROME 
CDT1	MEIER-GORLIN SYNDROME 4 
CEBPA	LEUKEMIA, ACUTE MYELOID 
CEBPE	SPECIFIC GRANULE DEFICIENCY 
CECR1	CAT EYE SYNDROME 
CECR2	CAT EYE SYNDROME 
CEL	MATURITY-ONSET DIABETES OF THE YOUNG 
CEL	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION 
CENPJ	MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE 
CENPJ	SECKEL SYNDROME 4 
CEP152	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE 
CEP152	SECKEL SYNDROME 5 
CEP290	BARDET-BIEDL SYNDROME 
CEP290	JOUBERT SYNDROME 5 
CEP290	LEBER CONGENITAL AMAUROSIS 10 
CEP290	MECKEL SYNDROME, TYPE 4 
CEP290	SENIOR-LOKEN SYNDROME 6 
CEP57	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2 
CERKL	RETINITIS PIGMENTOSA 26 
CETP	HYPERALPHALIPOPROTEINEMIA 1 
CETP	LONGEVITY1
CFB	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4 
CFB	MACULAR DEGENERATION, AGE-RELATED, 1 
CFC1	CONOTRUNCAL HEART MALFORMATIONS 
CFC1	HETEROTAXY, VISCERAL, 2, AUTOSOMAL 
CFC1	TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 2 
CFD	COMPLEMENT FACTOR D DEFICIENCY 
CFH	BASAL LAMINAR DRUSEN 
CFH	COMPLEMENT FACTOR H DEFICIENCY 
CFH	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
CFH	MACULAR DEGENERATION, AGE-RELATED, 4 
CFHR1	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
CFHR1	MACULAR DEGENERATION, AGE-RELATED, 1 
CFHR3	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
CFHR3	MACULAR DEGENERATION, AGE-RELATED, 1 
CFI	COMPLEMENT FACTOR I DEFICIENCY 
CFI	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1 
CFI	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3 
CFL2	NEMALINE MYOPATHY 7 
CFP	PROPERDIN DEFICIENCY, X-LINKED 
CFTR	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1 
CFTR	CYSTIC FIBROSIS 
CFTR	PANCREATITIS, HEREDITARY 
CFTR	VAS DEFERENS, CONGENITAL BILATERAL APLASIA OF 
CGNL1	AROMATASE EXCESS SYNDROME 
CHAT	MYASTHENIC SYNDROME, CONGENITAL, ASSOCIATED WITH EPISODIC APNEA 
CHD7	CHARGE SYNDROME 
CHD7	HYPOGONADOTROPIC HYPOGONADISM 
CHD7	KALLMANN SYNDROME 5 
CHD7	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 3 
CHEK2	BREAST CANCER 
CHEK2	LI-FRAUMENI SYNDROME 2 
CHEK2	OSTEOGENIC SARCOMA 
CHEK2	PROSTATE CANCER 
CHI3L1	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7 
CHI3L1	SCHIZOPHRENIA 
CHIC2	LEUKEMIA, ACUTE MYELOID 
CHIT1	CHITOTRIOSIDASE DEFICIENCY 
CHKB	MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE 
CHL1	CHROMOSOME 3pter-p25 DELETION SYNDROME 
CHM	CHOROIDEREMIA 
CHMP2B	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED 
CHMP4B	CATARACT, POSTERIOR POLAR, 3 
CHN1	DUANE RETRACTION SYNDROME 2 
CHRM2	ALCOHOL DEPENDENCE 
CHRM2	MAJOR DEPRESSIVE DISORDER 
CHRM3	ABDOMINAL MUSCLES, ABSENCE OF, WITH URINARY TRACT ABNORMALITY AND 
CHRNA1	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE 
CHRNA1	MYASTHENIC SYNDROME, CONGENITAL, FAST-CHANNEL 
CHRNA1	MYASTHENIC SYNDROME, CONGENITAL, SLOW-CHANNEL 
CHRNA2	EPILEPSY, NOCTURNAL FRONTAL LOBE, TYPE 4 
CHRNA3	SMOKING AS A QUANTITATIVE TRAIT LOCUS 3 
CHRNA4	EPILEPSY, NOCTURNAL FRONTAL LOBE, TYPE 1 
CHRNA4	TOBACCO ADDICTION, SUSCEPTIBILITY TO 
CHRNA5	SMOKING AS A QUANTITATIVE TRAIT LOCUS 3 
CHRNA7	CHROMOSOME 15q13.3 DELETION SYNDROME 
CHRNB1	MYASTHENIC SYNDROME, CONGENITAL, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR 
CHRNB1	MYASTHENIC SYNDROME, CONGENITAL, SLOW-CHANNEL 
CHRNB2	EPILEPSY, NOCTURNAL FRONTAL LOBE, TYPE 3 
CHRND	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE 
CHRND	MYASTHENIC SYNDROME, CONGENITAL, FAST-CHANNEL 
CHRND	MYASTHENIC SYNDROME, CONGENITAL, SLOW-CHANNEL 
CHRNE	MYASTHENIC SYNDROME, CONGENITAL, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR 
CHRNE	MYASTHENIC SYNDROME, CONGENITAL, FAST-CHANNEL 
CHRNE	MYASTHENIC SYNDROME, CONGENITAL, SLOW-CHANNEL 
CHRNG	MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT 
CHRNG	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE 
CHST14	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 
CHST3	SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS 
CHST6	MACULAR DYSTROPHY, CORNEAL, 1 
CHSY1	TEMTAMY PREAXIAL BRACHYDACTYLY SYNDROME 
CHUK	COCOON SYNDROME 
CIITA	BARE LYMPHOCYTE SYNDROME, TYPE II 
CIITA	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO 
CIITA	RHEUMATOID ARTHRITIS 
CILP	INTERVERTEBRAL DISC DISEASE 
CIRH1A	NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS 
CISD2	WOLFRAM SYNDROME 2 
CISH	BACTEREMIA, SUSCEPTIBILITY TO, 2 
CISH	MALARIA, SUSCEPTIBILITY TO 
CISH	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
CITED2	ATRIAL SEPTAL DEFECT 8 
CITED2	TETRALOGY OF FALLOT 
CITED2	VENTRICULAR SEPTAL DEFECT 2 
CLCF1	COLD-INDUCED SWEATING SYNDROME 2 
CLCN1	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT 
CLCN1	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE 
CLCN2	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11 
CLCN2	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9 
CLCN2	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1 
CLCN2	EPILEPSY, MYOCLONIC JUVENILE 
CLCN5	DENT DISEASE 1 
CLCN5	HYPOPHOSPHATEMIC RICKETS, X-LINKED RECESSIVE 
CLCN5	NEPHROLITHIASIS, X-LINKED RECESSIVE, WITH RENAL FAILURE 
CLCN5	PROTEINURIA, LOW MOLECULAR WEIGHT, WITH HYPERCALCIURIA AND NEPHROCALCINOSIS 
CLCN7	OSTEOPETROSIS, AUTOSOMAL DOMINANT 2 
CLCN7	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 4 
CLCN7	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 6 
CLCNKA	BARTTER SYNDROME, TYPE 4A 
CLCNKA	BARTTER SYNDROME, TYPE 4B 
CLCNKB	BARTTER SYNDROME, TYPE 3 
CLCNKB	BARTTER SYNDROME, TYPE 4A 
CLCNKB	BARTTER SYNDROME, TYPE 4B 
CLCNKB	GITELMAN SYNDROME 
CLDN1	ICHTHYOSIS, LEUKOCYTE VACUOLES, ALOPECIA, AND SCLEROSING CHOLANGITIS 
CLDN14	DEAFNESS, AUTOSOMAL RECESSIVE 29 
CLDN16	HYPOMAGNESEMIA 3, RENAL 
CLDN16	HYPOMAGNESEMIA 4, RENAL 
CLDN19	HYPOMAGNESEMIA 5, RENAL, WITH OCULAR INVOLVEMENT 
CLEC7A	ASPERGILLOSIS, SUSCEPTIBILITY TO 
CLEC7A	CANDIDIASIS, FAMILIAL, 4 
CLINT1	SCHIZOPHRENIA1
CLIP2	WILLIAMS-BEUREN SYNDROME 
CLN3	CEROID LIPOFUSCINOSIS, NEURONAL, 3 
CLN5	CEROID LIPOFUSCINOSIS, NEURONAL, 5 
CLN6	CEROID LIPOFUSCINOSIS, NEURONAL, 4A, AUTOSOMAL RECESSIVE 
CLN6	CEROID LIPOFUSCINOSIS, NEURONAL, 6 
CLN8	CEROID LIPOFUSCINOSIS, NEURONAL, 8 
CLN8	CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT 
CLRN1	RETINITIS PIGMENTOSA 61 
CLRN1	USHER SYNDROME, TYPE III 
CNBP	MYOTONIC DYSTROPHY 2 
CNGA1	RETINITIS PIGMENTOSA 49 
CNGA3	ACHROMATOPSIA 2 
